hour_timestamp,trip_count,year,month,day,hour,day_of_week,day_of_week_number,is_weekend
2021-01-01 00:00:00,79.0,2021,1,1,0,Friday,4,0
2021-01-01 01:00:00,56.0,2021,1,1,1,Friday,4,0
2021-01-01 02:00:00,28.0,2021,1,1,2,Friday,4,0
2021-01-01 03:00:00,14.0,2021,1,1,3,Friday,4,0
2021-01-01 04:00:00,18.0,2021,1,1,4,Friday,4,0
2021-01-01 05:00:00,6.0,2021,1,1,5,Friday,4,0
2021-01-01 06:00:00,26.0,2021,1,1,6,Friday,4,0
2021-01-01 07:00:00,35.0,2021,1,1,7,Friday,4,0
2021-01-01 08:00:00,42.0,2021,1,1,8,Friday,4,0
2021-01-01 09:00:00,47.0,2021,1,1,9,Friday,4,0
2021-01-01 10:00:00,67.0,2021,1,1,10,Friday,4,0
2021-01-01 11:00:00,110.0,2021,1,1,11,Friday,4,0
2021-01-01 12:00:00,131.0,2021,1,1,12,Friday,4,0
2021-01-01 13:00:00,191.0,2021,1,1,13,Friday,4,0
2021-01-01 14:00:00,209.0,2021,1,1,14,Friday,4,0
2021-01-01 15:00:00,244.0,2021,1,1,15,Friday,4,0
2021-01-01 16:00:00,206.0,2021,1,1,16,Friday,4,0
2021-01-01 17:00:00,106.0,2021,1,1,17,Friday,4,0
2021-01-01 18:00:00,78.0,2021,1,1,18,Friday,4,0
2021-01-01 19:00:00,38.0,2021,1,1,19,Friday,4,0
2021-01-01 20:00:00,17.0,2021,1,1,20,Friday,4,0
2021-01-01 21:00:00,15.0,2021,1,1,21,Friday,4,0
2021-01-01 22:00:00,22.0,2021,1,1,22,Friday,4,0
2021-01-01 23:00:00,19.0,2021,1,1,23,Friday,4,0
2021-01-02 00:00:00,6.0,2021,1,2,0,Saturday,5,1
2021-01-02 01:00:00,2.0,2021,1,2,1,Saturday,5,1
2021-01-02 02:00:00,2.0,2021,1,2,2,Saturday,5,1
2021-01-02 03:00:00,2.0,2021,1,2,3,Saturday,5,1
2021-01-02 04:00:00,0.0,2021,1,2,4,Saturday,5,1
2021-01-02 05:00:00,6.0,2021,1,2,5,Saturday,5,1
2021-01-02 06:00:00,7.0,2021,1,2,6,Saturday,5,1
2021-01-02 07:00:00,16.0,2021,1,2,7,Saturday,5,1
2021-01-02 08:00:00,30.0,2021,1,2,8,Saturday,5,1
2021-01-02 09:00:00,43.0,2021,1,2,9,Saturday,5,1
2021-01-02 10:00:00,74.0,2021,1,2,10,Saturday,5,1
2021-01-02 11:00:00,98.0,2021,1,2,11,Saturday,5,1
2021-01-02 12:00:00,102.0,2021,1,2,12,Saturday,5,1
2021-01-02 13:00:00,147.0,2021,1,2,13,Saturday,5,1
2021-01-02 14:00:00,177.0,2021,1,2,14,Saturday,5,1
2021-01-02 15:00:00,203.0,2021,1,2,15,Saturday,5,1
2021-01-02 16:00:00,190.0,2021,1,2,16,Saturday,5,1
2021-01-02 17:00:00,175.0,2021,1,2,17,Saturday,5,1
2021-01-02 18:00:00,159.0,2021,1,2,18,Saturday,5,1
2021-01-02 19:00:00,119.0,2021,1,2,19,Saturday,5,1
2021-01-02 20:00:00,104.0,2021,1,2,20,Saturday,5,1
2021-01-02 21:00:00,95.0,2021,1,2,21,Saturday,5,1
2021-01-02 22:00:00,76.0,2021,1,2,22,Saturday,5,1
2021-01-02 23:00:00,73.0,2021,1,2,23,Saturday,5,1
2021-01-03 00:00:00,51.0,2021,1,3,0,Sunday,6,1
2021-01-03 01:00:00,49.0,2021,1,3,1,Sunday,6,1
2021-01-03 02:00:00,7.0,2021,1,3,2,Sunday,6,1
2021-01-03 03:00:00,9.0,2021,1,3,3,Sunday,6,1
2021-01-03 04:00:00,15.0,2021,1,3,4,Sunday,6,1
2021-01-03 05:00:00,11.0,2021,1,3,5,Sunday,6,1
2021-01-03 06:00:00,18.0,2021,1,3,6,Sunday,6,1
2021-01-03 07:00:00,34.0,2021,1,3,7,Sunday,6,1
2021-01-03 08:00:00,43.0,2021,1,3,8,Sunday,6,1
2021-01-03 09:00:00,71.0,2021,1,3,9,Sunday,6,1
2021-01-03 10:00:00,76.0,2021,1,3,10,Sunday,6,1
2021-01-03 11:00:00,84.0,2021,1,3,11,Sunday,6,1
2021-01-03 12:00:00,84.0,2021,1,3,12,Sunday,6,1
2021-01-03 13:00:00,116.0,2021,1,3,13,Sunday,6,1
2021-01-03 14:00:00,132.0,2021,1,3,14,Sunday,6,1
2021-01-03 15:00:00,190.0,2021,1,3,15,Sunday,6,1
2021-01-03 16:00:00,218.0,2021,1,3,16,Sunday,6,1
2021-01-03 17:00:00,172.0,2021,1,3,17,Sunday,6,1
2021-01-03 18:00:00,133.0,2021,1,3,18,Sunday,6,1
2021-01-03 19:00:00,130.0,2021,1,3,19,Sunday,6,1
2021-01-03 20:00:00,92.0,2021,1,3,20,Sunday,6,1
2021-01-03 21:00:00,113.0,2021,1,3,21,Sunday,6,1
2021-01-03 22:00:00,59.0,2021,1,3,22,Sunday,6,1
2021-01-03 23:00:00,34.0,2021,1,3,23,Sunday,6,1
2021-01-04 00:00:00,10.0,2021,1,4,0,Monday,0,0
2021-01-04 01:00:00,10.0,2021,1,4,1,Monday,0,0
2021-01-04 02:00:00,7.0,2021,1,4,2,Monday,0,0
2021-01-04 03:00:00,7.0,2021,1,4,3,Monday,0,0
2021-01-04 04:00:00,4.0,2021,1,4,4,Monday,0,0
2021-01-04 05:00:00,17.0,2021,1,4,5,Monday,0,0
2021-01-04 06:00:00,62.0,2021,1,4,6,Monday,0,0
2021-01-04 07:00:00,118.0,2021,1,4,7,Monday,0,0
2021-01-04 08:00:00,208.0,2021,1,4,8,Monday,0,0
2021-01-04 09:00:00,121.0,2021,1,4,9,Monday,0,0
2021-01-04 10:00:00,123.0,2021,1,4,10,Monday,0,0
2021-01-04 11:00:00,140.0,2021,1,4,11,Monday,0,0
2021-01-04 12:00:00,178.0,2021,1,4,12,Monday,0,0
2021-01-04 13:00:00,190.0,2021,1,4,13,Monday,0,0
2021-01-04 14:00:00,179.0,2021,1,4,14,Monday,0,0
2021-01-04 15:00:00,223.0,2021,1,4,15,Monday,0,0
2021-01-04 16:00:00,311.0,2021,1,4,16,Monday,0,0
2021-01-04 17:00:00,315.0,2021,1,4,17,Monday,0,0
2021-01-04 18:00:00,254.0,2021,1,4,18,Monday,0,0
2021-01-04 19:00:00,198.0,2021,1,4,19,Monday,0,0
2021-01-04 20:00:00,175.0,2021,1,4,20,Monday,0,0
2021-01-04 21:00:00,93.0,2021,1,4,21,Monday,0,0
2021-01-04 22:00:00,62.0,2021,1,4,22,Monday,0,0
2021-01-04 23:00:00,49.0,2021,1,4,23,Monday,0,0
2021-01-05 00:00:00,26.0,2021,1,5,0,Tuesday,1,0
2021-01-05 01:00:00,13.0,2021,1,5,1,Tuesday,1,0
2021-01-05 02:00:00,8.0,2021,1,5,2,Tuesday,1,0
2021-01-05 03:00:00,11.0,2021,1,5,3,Tuesday,1,0
2021-01-05 04:00:00,6.0,2021,1,5,4,Tuesday,1,0
2021-01-05 05:00:00,17.0,2021,1,5,5,Tuesday,1,0
2021-01-05 06:00:00,56.0,2021,1,5,6,Tuesday,1,0
2021-01-05 07:00:00,128.0,2021,1,5,7,Tuesday,1,0
2021-01-05 08:00:00,189.0,2021,1,5,8,Tuesday,1,0
2021-01-05 09:00:00,108.0,2021,1,5,9,Tuesday,1,0
2021-01-05 10:00:00,135.0,2021,1,5,10,Tuesday,1,0
2021-01-05 11:00:00,121.0,2021,1,5,11,Tuesday,1,0
2021-01-05 12:00:00,209.0,2021,1,5,12,Tuesday,1,0
2021-01-05 13:00:00,168.0,2021,1,5,13,Tuesday,1,0
2021-01-05 14:00:00,170.0,2021,1,5,14,Tuesday,1,0
2021-01-05 15:00:00,169.0,2021,1,5,15,Tuesday,1,0
2021-01-05 16:00:00,247.0,2021,1,5,16,Tuesday,1,0
2021-01-05 17:00:00,270.0,2021,1,5,17,Tuesday,1,0
2021-01-05 18:00:00,235.0,2021,1,5,18,Tuesday,1,0
2021-01-05 19:00:00,167.0,2021,1,5,19,Tuesday,1,0
2021-01-05 20:00:00,135.0,2021,1,5,20,Tuesday,1,0
2021-01-05 21:00:00,123.0,2021,1,5,21,Tuesday,1,0
2021-01-05 22:00:00,66.0,2021,1,5,22,Tuesday,1,0
2021-01-05 23:00:00,39.0,2021,1,5,23,Tuesday,1,0
2021-01-06 00:00:00,21.0,2021,1,6,0,Wednesday,2,0
2021-01-06 01:00:00,14.0,2021,1,6,1,Wednesday,2,0
2021-01-06 02:00:00,9.0,2021,1,6,2,Wednesday,2,0
2021-01-06 03:00:00,3.0,2021,1,6,3,Wednesday,2,0
2021-01-06 04:00:00,6.0,2021,1,6,4,Wednesday,2,0
2021-01-06 05:00:00,16.0,2021,1,6,5,Wednesday,2,0
2021-01-06 06:00:00,60.0,2021,1,6,6,Wednesday,2,0
2021-01-06 07:00:00,138.0,2021,1,6,7,Wednesday,2,0
2021-01-06 08:00:00,185.0,2021,1,6,8,Wednesday,2,0
2021-01-06 09:00:00,164.0,2021,1,6,9,Wednesday,2,0
2021-01-06 10:00:00,97.0,2021,1,6,10,Wednesday,2,0
2021-01-06 11:00:00,133.0,2021,1,6,11,Wednesday,2,0
2021-01-06 12:00:00,194.0,2021,1,6,12,Wednesday,2,0
2021-01-06 13:00:00,198.0,2021,1,6,13,Wednesday,2,0
2021-01-06 14:00:00,218.0,2021,1,6,14,Wednesday,2,0
2021-01-06 15:00:00,221.0,2021,1,6,15,Wednesday,2,0
2021-01-06 16:00:00,298.0,2021,1,6,16,Wednesday,2,0
2021-01-06 17:00:00,306.0,2021,1,6,17,Wednesday,2,0
2021-01-06 18:00:00,296.0,2021,1,6,18,Wednesday,2,0
2021-01-06 19:00:00,193.0,2021,1,6,19,Wednesday,2,0
2021-01-06 20:00:00,144.0,2021,1,6,20,Wednesday,2,0
2021-01-06 21:00:00,131.0,2021,1,6,21,Wednesday,2,0
2021-01-06 22:00:00,84.0,2021,1,6,22,Wednesday,2,0
2021-01-06 23:00:00,43.0,2021,1,6,23,Wednesday,2,0
2021-01-07 00:00:00,25.0,2021,1,7,0,Thursday,3,0
2021-01-07 01:00:00,17.0,2021,1,7,1,Thursday,3,0
2021-01-07 02:00:00,5.0,2021,1,7,2,Thursday,3,0
2021-01-07 03:00:00,5.0,2021,1,7,3,Thursday,3,0
2021-01-07 04:00:00,8.0,2021,1,7,4,Thursday,3,0
2021-01-07 05:00:00,19.0,2021,1,7,5,Thursday,3,0
2021-01-07 06:00:00,61.0,2021,1,7,6,Thursday,3,0
2021-01-07 07:00:00,133.0,2021,1,7,7,Thursday,3,0
2021-01-07 08:00:00,221.0,2021,1,7,8,Thursday,3,0
2021-01-07 09:00:00,148.0,2021,1,7,9,Thursday,3,0
2021-01-07 10:00:00,130.0,2021,1,7,10,Thursday,3,0
2021-01-07 11:00:00,135.0,2021,1,7,11,Thursday,3,0
2021-01-07 12:00:00,220.0,2021,1,7,12,Thursday,3,0
2021-01-07 13:00:00,235.0,2021,1,7,13,Thursday,3,0
2021-01-07 14:00:00,242.0,2021,1,7,14,Thursday,3,0
2021-01-07 15:00:00,302.0,2021,1,7,15,Thursday,3,0
2021-01-07 16:00:00,346.0,2021,1,7,16,Thursday,3,0
2021-01-07 17:00:00,414.0,2021,1,7,17,Thursday,3,0
2021-01-07 18:00:00,282.0,2021,1,7,18,Thursday,3,0
2021-01-07 19:00:00,212.0,2021,1,7,19,Thursday,3,0
2021-01-07 20:00:00,169.0,2021,1,7,20,Thursday,3,0
2021-01-07 21:00:00,109.0,2021,1,7,21,Thursday,3,0
2021-01-07 22:00:00,72.0,2021,1,7,22,Thursday,3,0
2021-01-07 23:00:00,55.0,2021,1,7,23,Thursday,3,0
2021-01-08 00:00:00,27.0,2021,1,8,0,Friday,4,0
2021-01-08 01:00:00,15.0,2021,1,8,1,Friday,4,0
2021-01-08 02:00:00,8.0,2021,1,8,2,Friday,4,0
2021-01-08 03:00:00,6.0,2021,1,8,3,Friday,4,0
2021-01-08 04:00:00,9.0,2021,1,8,4,Friday,4,0
2021-01-08 05:00:00,14.0,2021,1,8,5,Friday,4,0
2021-01-08 06:00:00,49.0,2021,1,8,6,Friday,4,0
2021-01-08 07:00:00,125.0,2021,1,8,7,Friday,4,0
2021-01-08 08:00:00,154.0,2021,1,8,8,Friday,4,0
2021-01-08 09:00:00,118.0,2021,1,8,9,Friday,4,0
2021-01-08 10:00:00,143.0,2021,1,8,10,Friday,4,0
2021-01-08 11:00:00,181.0,2021,1,8,11,Friday,4,0
2021-01-08 12:00:00,231.0,2021,1,8,12,Friday,4,0
2021-01-08 13:00:00,248.0,2021,1,8,13,Friday,4,0
2021-01-08 14:00:00,238.0,2021,1,8,14,Friday,4,0
2021-01-08 15:00:00,259.0,2021,1,8,15,Friday,4,0
2021-01-08 16:00:00,325.0,2021,1,8,16,Friday,4,0
2021-01-08 17:00:00,365.0,2021,1,8,17,Friday,4,0
2021-01-08 18:00:00,324.0,2021,1,8,18,Friday,4,0
2021-01-08 19:00:00,228.0,2021,1,8,19,Friday,4,0
2021-01-08 20:00:00,147.0,2021,1,8,20,Friday,4,0
2021-01-08 21:00:00,105.0,2021,1,8,21,Friday,4,0
2021-01-08 22:00:00,73.0,2021,1,8,22,Friday,4,0
2021-01-08 23:00:00,73.0,2021,1,8,23,Friday,4,0
2021-01-09 00:00:00,51.0,2021,1,9,0,Saturday,5,1
2021-01-09 01:00:00,32.0,2021,1,9,1,Saturday,5,1
2021-01-09 02:00:00,13.0,2021,1,9,2,Saturday,5,1
2021-01-09 03:00:00,3.0,2021,1,9,3,Saturday,5,1
2021-01-09 04:00:00,5.0,2021,1,9,4,Saturday,5,1
2021-01-09 05:00:00,8.0,2021,1,9,5,Saturday,5,1
2021-01-09 06:00:00,20.0,2021,1,9,6,Saturday,5,1
2021-01-09 07:00:00,55.0,2021,1,9,7,Saturday,5,1
2021-01-09 08:00:00,69.0,2021,1,9,8,Saturday,5,1
2021-01-09 09:00:00,137.0,2021,1,9,9,Saturday,5,1
2021-01-09 10:00:00,205.0,2021,1,9,10,Saturday,5,1
2021-01-09 11:00:00,238.0,2021,1,9,11,Saturday,5,1
2021-01-09 12:00:00,315.0,2021,1,9,12,Saturday,5,1
2021-01-09 13:00:00,443.0,2021,1,9,13,Saturday,5,1
2021-01-09 14:00:00,460.0,2021,1,9,14,Saturday,5,1
2021-01-09 15:00:00,509.0,2021,1,9,15,Saturday,5,1
2021-01-09 16:00:00,468.0,2021,1,9,16,Saturday,5,1
2021-01-09 17:00:00,345.0,2021,1,9,17,Saturday,5,1
2021-01-09 18:00:00,217.0,2021,1,9,18,Saturday,5,1
2021-01-09 19:00:00,179.0,2021,1,9,19,Saturday,5,1
2021-01-09 20:00:00,139.0,2021,1,9,20,Saturday,5,1
2021-01-09 21:00:00,106.0,2021,1,9,21,Saturday,5,1
2021-01-09 22:00:00,79.0,2021,1,9,22,Saturday,5,1
2021-01-09 23:00:00,56.0,2021,1,9,23,Saturday,5,1
2021-01-10 00:00:00,33.0,2021,1,10,0,Sunday,6,1
2021-01-10 01:00:00,20.0,2021,1,10,1,Sunday,6,1
2021-01-10 02:00:00,11.0,2021,1,10,2,Sunday,6,1
2021-01-10 03:00:00,6.0,2021,1,10,3,Sunday,6,1
2021-01-10 04:00:00,7.0,2021,1,10,4,Sunday,6,1
2021-01-10 05:00:00,6.0,2021,1,10,5,Sunday,6,1
2021-01-10 06:00:00,23.0,2021,1,10,6,Sunday,6,1
2021-01-10 07:00:00,44.0,2021,1,10,7,Sunday,6,1
2021-01-10 08:00:00,59.0,2021,1,10,8,Sunday,6,1
2021-01-10 09:00:00,91.0,2021,1,10,9,Sunday,6,1
2021-01-10 10:00:00,144.0,2021,1,10,10,Sunday,6,1
2021-01-10 11:00:00,195.0,2021,1,10,11,Sunday,6,1
2021-01-10 12:00:00,240.0,2021,1,10,12,Sunday,6,1
2021-01-10 13:00:00,290.0,2021,1,10,13,Sunday,6,1
2021-01-10 14:00:00,279.0,2021,1,10,14,Sunday,6,1
2021-01-10 15:00:00,316.0,2021,1,10,15,Sunday,6,1
2021-01-10 16:00:00,316.0,2021,1,10,16,Sunday,6,1
2021-01-10 17:00:00,261.0,2021,1,10,17,Sunday,6,1
2021-01-10 18:00:00,185.0,2021,1,10,18,Sunday,6,1
2021-01-10 19:00:00,129.0,2021,1,10,19,Sunday,6,1
2021-01-10 20:00:00,82.0,2021,1,10,20,Sunday,6,1
2021-01-10 21:00:00,107.0,2021,1,10,21,Sunday,6,1
2021-01-10 22:00:00,59.0,2021,1,10,22,Sunday,6,1
2021-01-10 23:00:00,39.0,2021,1,10,23,Sunday,6,1
2021-01-11 00:00:00,22.0,2021,1,11,0,Monday,0,0
2021-01-11 01:00:00,9.0,2021,1,11,1,Monday,0,0
2021-01-11 02:00:00,7.0,2021,1,11,2,Monday,0,0
2021-01-11 03:00:00,9.0,2021,1,11,3,Monday,0,0
2021-01-11 04:00:00,7.0,2021,1,11,4,Monday,0,0
2021-01-11 05:00:00,9.0,2021,1,11,5,Monday,0,0
2021-01-11 06:00:00,67.0,2021,1,11,6,Monday,0,0
2021-01-11 07:00:00,130.0,2021,1,11,7,Monday,0,0
2021-01-11 08:00:00,194.0,2021,1,11,8,Monday,0,0
2021-01-11 09:00:00,141.0,2021,1,11,9,Monday,0,0
2021-01-11 10:00:00,104.0,2021,1,11,10,Monday,0,0
2021-01-11 11:00:00,134.0,2021,1,11,11,Monday,0,0
2021-01-11 12:00:00,230.0,2021,1,11,12,Monday,0,0
2021-01-11 13:00:00,184.0,2021,1,11,13,Monday,0,0
2021-01-11 14:00:00,183.0,2021,1,11,14,Monday,0,0
2021-01-11 15:00:00,192.0,2021,1,11,15,Monday,0,0
2021-01-11 16:00:00,245.0,2021,1,11,16,Monday,0,0
2021-01-11 17:00:00,308.0,2021,1,11,17,Monday,0,0
2021-01-11 18:00:00,259.0,2021,1,11,18,Monday,0,0
2021-01-11 19:00:00,171.0,2021,1,11,19,Monday,0,0
2021-01-11 20:00:00,149.0,2021,1,11,20,Monday,0,0
2021-01-11 21:00:00,105.0,2021,1,11,21,Monday,0,0
2021-01-11 22:00:00,57.0,2021,1,11,22,Monday,0,0
2021-01-11 23:00:00,40.0,2021,1,11,23,Monday,0,0
2021-01-12 00:00:00,27.0,2021,1,12,0,Tuesday,1,0
2021-01-12 01:00:00,9.0,2021,1,12,1,Tuesday,1,0
2021-01-12 02:00:00,3.0,2021,1,12,2,Tuesday,1,0
2021-01-12 03:00:00,3.0,2021,1,12,3,Tuesday,1,0
2021-01-12 04:00:00,12.0,2021,1,12,4,Tuesday,1,0
2021-01-12 05:00:00,8.0,2021,1,12,5,Tuesday,1,0
2021-01-12 06:00:00,61.0,2021,1,12,6,Tuesday,1,0
2021-01-12 07:00:00,145.0,2021,1,12,7,Tuesday,1,0
2021-01-12 08:00:00,190.0,2021,1,12,8,Tuesday,1,0
2021-01-12 09:00:00,130.0,2021,1,12,9,Tuesday,1,0
2021-01-12 10:00:00,126.0,2021,1,12,10,Tuesday,1,0
2021-01-12 11:00:00,138.0,2021,1,12,11,Tuesday,1,0
2021-01-12 12:00:00,192.0,2021,1,12,12,Tuesday,1,0
2021-01-12 13:00:00,185.0,2021,1,12,13,Tuesday,1,0
2021-01-12 14:00:00,203.0,2021,1,12,14,Tuesday,1,0
2021-01-12 15:00:00,159.0,2021,1,12,15,Tuesday,1,0
2021-01-12 16:00:00,197.0,2021,1,12,16,Tuesday,1,0
2021-01-12 17:00:00,269.0,2021,1,12,17,Tuesday,1,0
2021-01-12 18:00:00,208.0,2021,1,12,18,Tuesday,1,0
2021-01-12 19:00:00,159.0,2021,1,12,19,Tuesday,1,0
2021-01-12 20:00:00,147.0,2021,1,12,20,Tuesday,1,0
2021-01-12 21:00:00,92.0,2021,1,12,21,Tuesday,1,0
2021-01-12 22:00:00,55.0,2021,1,12,22,Tuesday,1,0
2021-01-12 23:00:00,44.0,2021,1,12,23,Tuesday,1,0
2021-01-13 00:00:00,26.0,2021,1,13,0,Wednesday,2,0
2021-01-13 01:00:00,14.0,2021,1,13,1,Wednesday,2,0
2021-01-13 02:00:00,21.0,2021,1,13,2,Wednesday,2,0
2021-01-13 03:00:00,4.0,2021,1,13,3,Wednesday,2,0
2021-01-13 04:00:00,11.0,2021,1,13,4,Wednesday,2,0
2021-01-13 05:00:00,15.0,2021,1,13,5,Wednesday,2,0
2021-01-13 06:00:00,59.0,2021,1,13,6,Wednesday,2,0
2021-01-13 07:00:00,136.0,2021,1,13,7,Wednesday,2,0
2021-01-13 08:00:00,210.0,2021,1,13,8,Wednesday,2,0
2021-01-13 09:00:00,140.0,2021,1,13,9,Wednesday,2,0
2021-01-13 10:00:00,135.0,2021,1,13,10,Wednesday,2,0
2021-01-13 11:00:00,175.0,2021,1,13,11,Wednesday,2,0
2021-01-13 12:00:00,222.0,2021,1,13,12,Wednesday,2,0
2021-01-13 13:00:00,224.0,2021,1,13,13,Wednesday,2,0
2021-01-13 14:00:00,242.0,2021,1,13,14,Wednesday,2,0
2021-01-13 15:00:00,281.0,2021,1,13,15,Wednesday,2,0
2021-01-13 16:00:00,302.0,2021,1,13,16,Wednesday,2,0
2021-01-13 17:00:00,349.0,2021,1,13,17,Wednesday,2,0
2021-01-13 18:00:00,284.0,2021,1,13,18,Wednesday,2,0
2021-01-13 19:00:00,250.0,2021,1,13,19,Wednesday,2,0
2021-01-13 20:00:00,181.0,2021,1,13,20,Wednesday,2,0
2021-01-13 21:00:00,99.0,2021,1,13,21,Wednesday,2,0
2021-01-13 22:00:00,79.0,2021,1,13,22,Wednesday,2,0
2021-01-13 23:00:00,55.0,2021,1,13,23,Wednesday,2,0
2021-01-14 00:00:00,34.0,2021,1,14,0,Thursday,3,0
2021-01-14 01:00:00,16.0,2021,1,14,1,Thursday,3,0
2021-01-14 02:00:00,9.0,2021,1,14,2,Thursday,3,0
2021-01-14 03:00:00,5.0,2021,1,14,3,Thursday,3,0
2021-01-14 04:00:00,12.0,2021,1,14,4,Thursday,3,0
2021-01-14 05:00:00,20.0,2021,1,14,5,Thursday,3,0
2021-01-14 06:00:00,59.0,2021,1,14,6,Thursday,3,0
2021-01-14 07:00:00,126.0,2021,1,14,7,Thursday,3,0
2021-01-14 08:00:00,206.0,2021,1,14,8,Thursday,3,0
2021-01-14 09:00:00,162.0,2021,1,14,9,Thursday,3,0
2021-01-14 10:00:00,152.0,2021,1,14,10,Thursday,3,0
2021-01-14 11:00:00,181.0,2021,1,14,11,Thursday,3,0
2021-01-14 12:00:00,218.0,2021,1,14,12,Thursday,3,0
2021-01-14 13:00:00,216.0,2021,1,14,13,Thursday,3,0
2021-01-14 14:00:00,236.0,2021,1,14,14,Thursday,3,0
2021-01-14 15:00:00,270.0,2021,1,14,15,Thursday,3,0
2021-01-14 16:00:00,313.0,2021,1,14,16,Thursday,3,0
2021-01-14 17:00:00,338.0,2021,1,14,17,Thursday,3,0
2021-01-14 18:00:00,298.0,2021,1,14,18,Thursday,3,0
2021-01-14 19:00:00,221.0,2021,1,14,19,Thursday,3,0
2021-01-14 20:00:00,168.0,2021,1,14,20,Thursday,3,0
2021-01-14 21:00:00,112.0,2021,1,14,21,Thursday,3,0
2021-01-14 22:00:00,72.0,2021,1,14,22,Thursday,3,0
2021-01-14 23:00:00,44.0,2021,1,14,23,Thursday,3,0
2021-01-15 00:00:00,26.0,2021,1,15,0,Friday,4,0
2021-01-15 01:00:00,7.0,2021,1,15,1,Friday,4,0
2021-01-15 02:00:00,2.0,2021,1,15,2,Friday,4,0
2021-01-15 03:00:00,8.0,2021,1,15,3,Friday,4,0
2021-01-15 04:00:00,12.0,2021,1,15,4,Friday,4,0
2021-01-15 05:00:00,21.0,2021,1,15,5,Friday,4,0
2021-01-15 06:00:00,50.0,2021,1,15,6,Friday,4,0
2021-01-15 07:00:00,125.0,2021,1,15,7,Friday,4,0
2021-01-15 08:00:00,220.0,2021,1,15,8,Friday,4,0
2021-01-15 09:00:00,142.0,2021,1,15,9,Friday,4,0
2021-01-15 10:00:00,105.0,2021,1,15,10,Friday,4,0
2021-01-15 11:00:00,152.0,2021,1,15,11,Friday,4,0
2021-01-15 12:00:00,238.0,2021,1,15,12,Friday,4,0
2021-01-15 13:00:00,251.0,2021,1,15,13,Friday,4,0
2021-01-15 14:00:00,242.0,2021,1,15,14,Friday,4,0
2021-01-15 15:00:00,257.0,2021,1,15,15,Friday,4,0
2021-01-15 16:00:00,294.0,2021,1,15,16,Friday,4,0
2021-01-15 17:00:00,310.0,2021,1,15,17,Friday,4,0
2021-01-15 18:00:00,213.0,2021,1,15,18,Friday,4,0
2021-01-15 19:00:00,158.0,2021,1,15,19,Friday,4,0
2021-01-15 20:00:00,88.0,2021,1,15,20,Friday,4,0
2021-01-15 21:00:00,64.0,2021,1,15,21,Friday,4,0
2021-01-15 22:00:00,49.0,2021,1,15,22,Friday,4,0
2021-01-15 23:00:00,40.0,2021,1,15,23,Friday,4,0
2021-01-16 00:00:00,34.0,2021,1,16,0,Saturday,5,1
2021-01-16 01:00:00,18.0,2021,1,16,1,Saturday,5,1
2021-01-16 02:00:00,19.0,2021,1,16,2,Saturday,5,1
2021-01-16 03:00:00,4.0,2021,1,16,3,Saturday,5,1
2021-01-16 04:00:00,0.0,2021,1,16,4,Saturday,5,1
2021-01-16 05:00:00,6.0,2021,1,16,5,Saturday,5,1
2021-01-16 06:00:00,30.0,2021,1,16,6,Saturday,5,1
2021-01-16 07:00:00,56.0,2021,1,16,7,Saturday,5,1
2021-01-16 08:00:00,108.0,2021,1,16,8,Saturday,5,1
2021-01-16 09:00:00,146.0,2021,1,16,9,Saturday,5,1
2021-01-16 10:00:00,213.0,2021,1,16,10,Saturday,5,1
2021-01-16 11:00:00,314.0,2021,1,16,11,Saturday,5,1
2021-01-16 12:00:00,450.0,2021,1,16,12,Saturday,5,1
2021-01-16 13:00:00,568.0,2021,1,16,13,Saturday,5,1
2021-01-16 14:00:00,535.0,2021,1,16,14,Saturday,5,1
2021-01-16 15:00:00,563.0,2021,1,16,15,Saturday,5,1
2021-01-16 16:00:00,489.0,2021,1,16,16,Saturday,5,1
2021-01-16 17:00:00,308.0,2021,1,16,17,Saturday,5,1
2021-01-16 18:00:00,213.0,2021,1,16,18,Saturday,5,1
2021-01-16 19:00:00,196.0,2021,1,16,19,Saturday,5,1
2021-01-16 20:00:00,138.0,2021,1,16,20,Saturday,5,1
2021-01-16 21:00:00,104.0,2021,1,16,21,Saturday,5,1
2021-01-16 22:00:00,86.0,2021,1,16,22,Saturday,5,1
2021-01-16 23:00:00,53.0,2021,1,16,23,Saturday,5,1
2021-01-17 00:00:00,35.0,2021,1,17,0,Sunday,6,1
2021-01-17 01:00:00,25.0,2021,1,17,1,Sunday,6,1
2021-01-17 02:00:00,13.0,2021,1,17,2,Sunday,6,1
2021-01-17 03:00:00,5.0,2021,1,17,3,Sunday,6,1
2021-01-17 04:00:00,5.0,2021,1,17,4,Sunday,6,1
2021-01-17 05:00:00,4.0,2021,1,17,5,Sunday,6,1
2021-01-17 06:00:00,23.0,2021,1,17,6,Sunday,6,1
2021-01-17 07:00:00,49.0,2021,1,17,7,Sunday,6,1
2021-01-17 08:00:00,89.0,2021,1,17,8,Sunday,6,1
2021-01-17 09:00:00,100.0,2021,1,17,9,Sunday,6,1
2021-01-17 10:00:00,208.0,2021,1,17,10,Sunday,6,1
2021-01-17 11:00:00,253.0,2021,1,17,11,Sunday,6,1
2021-01-17 12:00:00,300.0,2021,1,17,12,Sunday,6,1
2021-01-17 13:00:00,387.0,2021,1,17,13,Sunday,6,1
2021-01-17 14:00:00,406.0,2021,1,17,14,Sunday,6,1
