start_time,trip_count,date_time_lst,temp_°c,rel_hum_%,wind_spd_km_h,visibility_km,stn_press_kpa,weather
2022-01-01 00:00:00,2,2022-01-01 00:00:00,3.9,100.0,4.0,4.8,98.66,Fog
2022-01-01 01:00:00,4,2022-01-01 01:00:00,4.2,100.0,11.0,4.8,98.57,"Rain,Fog"
2022-01-01 02:00:00,8,2022-01-01 02:00:00,4.2,100.0,10.0,4.8,98.47,Fog
2022-01-01 03:00:00,2,2022-01-01 03:00:00,4.1,100.0,10.0,4.8,98.5,"Rain,Fog"
2022-01-01 04:00:00,0,2022-01-01 04:00:00,4.5,100.0,12.0,4.8,98.45,Fog
2022-01-01 05:00:00,0,2022-01-01 05:00:00,4.3,100.0,5.0,2.8,98.46,"Drizzle,Fog"
2022-01-01 06:00:00,0,2022-01-01 06:00:00,4.3,100.0,9.0,0.4,98.39,"Drizzle,Fog"
2022-01-01 07:00:00,2,2022-01-01 07:00:00,3.3,100.0,19.0,0.6,98.49,"Drizzle,Fog"
2022-01-01 08:00:00,2,2022-01-01 08:00:00,2.7,100.0,18.0,2.4,98.59,"Drizzle,Fog"
2022-01-01 09:00:00,2,2022-01-01 09:00:00,2.9,100.0,20.0,16.1,98.6,Unknown
2022-01-01 10:00:00,8,2022-01-01 10:00:00,3.2,100.0,27.0,8.1,98.71,Fog
2022-01-01 11:00:00,8,2022-01-01 11:00:00,3.1,100.0,30.0,6.4,98.74,Fog
2022-01-01 12:00:00,8,2022-01-01 12:00:00,2.7,98.0,22.0,8.1,98.7,Fog
2022-01-01 13:00:00,12,2022-01-01 13:00:00,2.7,90.0,18.0,16.1,98.66,Cloudy
2022-01-01 14:00:00,16,2022-01-01 14:00:00,2.5,84.0,26.0,16.1,98.69,Unknown
2022-01-01 15:00:00,12,2022-01-01 15:00:00,1.9,80.0,31.0,16.1,98.77,Unknown
2022-01-01 16:00:00,12,2022-01-01 16:00:00,1.6,79.0,27.0,24.1,98.71,Cloudy
2022-01-01 17:00:00,12,2022-01-01 17:00:00,1.1,78.0,23.0,24.1,98.78,Unknown
2022-01-01 18:00:00,10,2022-01-01 18:00:00,0.9,81.0,19.0,24.1,98.78,Unknown
2022-01-01 19:00:00,6,2022-01-01 19:00:00,0.4,82.0,26.0,24.1,98.84,Cloudy
2022-01-01 20:00:00,0,2022-01-01 20:00:00,-0.6,86.0,27.0,6.4,98.84,Snow
2022-01-01 21:00:00,2,2022-01-01 21:00:00,-1.1,94.0,24.0,1.6,98.79,Snow
2022-01-01 22:00:00,0,2022-01-01 22:00:00,-1.5,96.0,24.0,3.2,98.8,Snow
2022-01-01 23:00:00,2,2022-01-01 23:00:00,-2.5,92.0,27.0,4.0,98.82,Snow
2022-01-02 00:00:00,0,2022-01-02 00:00:00,-2.8,89.0,19.0,4.8,98.85,Snow
2022-01-02 01:00:00,0,2022-01-02 01:00:00,-3.1,88.0,20.0,6.4,98.8,Snow
2022-01-02 02:00:00,0,2022-01-02 02:00:00,-3.1,79.0,21.0,24.1,98.77,Unknown
2022-01-02 03:00:00,0,2022-01-02 03:00:00,-3.3,78.0,21.0,24.1,98.78,Unknown
2022-01-02 04:00:00,0,2022-01-02 04:00:00,-4.1,79.0,24.0,24.1,98.78,Cloudy
2022-01-02 05:00:00,0,2022-01-02 05:00:00,-4.7,77.0,31.0,24.1,98.81,Unknown
2022-01-02 06:00:00,4,2022-01-02 06:00:00,-5.7,79.0,33.0,24.1,98.88,Snow
2022-01-02 07:00:00,0,2022-01-02 07:00:00,-6.6,82.0,41.0,9.7,98.94,Snow
2022-01-02 08:00:00,0,2022-01-02 08:00:00,-7.0,81.0,29.0,6.4,99.04,Snow
2022-01-02 09:00:00,0,2022-01-02 09:00:00,-7.6,85.0,21.0,0.8,99.11,Moderate Snow
2022-01-02 10:00:00,2,2022-01-02 10:00:00,-8.0,82.0,33.0,2.0,99.19,Snow
2022-01-02 11:00:00,0,2022-01-02 11:00:00,-7.8,80.0,24.0,2.4,99.25,Snow
2022-01-02 12:00:00,0,2022-01-02 12:00:00,-7.7,78.0,25.0,4.8,99.28,Snow
2022-01-02 13:00:00,0,2022-01-02 13:00:00,-6.7,68.0,27.0,24.1,99.37,Cloudy
2022-01-02 14:00:00,4,2022-01-02 14:00:00,-6.3,62.0,26.0,24.1,99.42,Unknown
2022-01-02 15:00:00,4,2022-01-02 15:00:00,-6.4,64.0,29.0,24.1,99.46,Unknown
2022-01-02 16:00:00,6,2022-01-02 16:00:00,-6.6,63.0,22.0,24.1,99.65,Mostly Cloudy
2022-01-02 17:00:00,12,2022-01-02 17:00:00,-7.1,65.0,22.0,24.1,99.77,Unknown
2022-01-02 18:00:00,0,2022-01-02 18:00:00,-7.2,68.0,19.0,24.1,99.91,Unknown
2022-01-02 19:00:00,4,2022-01-02 19:00:00,-8.2,69.0,19.0,24.1,99.99,Mainly Clear
2022-01-02 20:00:00,2,2022-01-02 20:00:00,-8.8,69.0,20.0,24.1,100.06,Unknown
2022-01-02 21:00:00,0,2022-01-02 21:00:00,-9.4,70.0,11.0,24.1,100.11,Unknown
2022-01-02 22:00:00,2,2022-01-02 22:00:00,-9.5,73.0,17.0,24.1,100.12,Mainly Clear
2022-01-02 23:00:00,4,2022-01-02 23:00:00,-10.7,78.0,15.0,24.1,100.13,Unknown
2022-01-03 00:00:00,0,2022-01-03 00:00:00,-11.1,73.0,15.0,24.1,100.21,Unknown
2022-01-03 01:00:00,0,2022-01-03 01:00:00,-12.1,72.0,12.0,24.1,100.25,Mainly Clear
2022-01-03 02:00:00,0,2022-01-03 02:00:00,-12.5,72.0,17.0,24.1,100.35,Unknown
2022-01-03 03:00:00,0,2022-01-03 03:00:00,-13.2,68.0,12.0,24.1,100.49,Unknown
2022-01-03 04:00:00,0,2022-01-03 04:00:00,-13.8,69.0,12.0,24.1,100.58,Clear
2022-01-03 05:00:00,0,2022-01-03 05:00:00,-13.9,71.0,16.0,24.1,100.59,Unknown
2022-01-03 06:00:00,0,2022-01-03 06:00:00,-14.0,67.0,12.0,24.1,100.54,Unknown
2022-01-03 07:00:00,0,2022-01-03 07:00:00,-14.2,69.0,14.0,24.1,100.54,Clear
2022-01-03 08:00:00,2,2022-01-03 08:00:00,-15.0,72.0,7.0,24.1,100.52,Unknown
2022-01-03 09:00:00,6,2022-01-03 09:00:00,-13.7,70.0,8.0,24.1,100.62,Unknown
2022-01-03 10:00:00,6,2022-01-03 10:00:00,-12.1,62.0,4.0,24.1,100.71,Mainly Clear
2022-01-03 11:00:00,4,2022-01-03 11:00:00,-10.8,58.0,4.0,24.1,100.71,Unknown
2022-01-03 12:00:00,12,2022-01-03 12:00:00,-9.9,51.0,3.0,24.1,100.6,Unknown
2022-01-03 13:00:00,12,2022-01-03 13:00:00,-8.8,47.0,4.0,24.1,100.5,Mainly Clear
2022-01-03 14:00:00,4,2022-01-03 14:00:00,-7.4,49.0,5.0,24.1,100.49,Unknown
2022-01-03 15:00:00,6,2022-01-03 15:00:00,-6.9,48.0,9.0,24.1,100.5,Unknown
2022-01-03 16:00:00,4,2022-01-03 16:00:00,-7.5,55.0,14.0,24.1,100.46,Mostly Cloudy
2022-01-03 17:00:00,10,2022-01-03 17:00:00,-7.4,64.0,8.0,24.1,100.45,Unknown
2022-01-03 18:00:00,6,2022-01-03 18:00:00,-7.0,60.0,10.0,24.1,100.51,Unknown
2022-01-03 19:00:00,2,2022-01-03 19:00:00,-6.7,64.0,10.0,24.1,100.53,Mostly Cloudy
2022-01-03 20:00:00,4,2022-01-03 20:00:00,-7.1,63.0,13.0,24.1,100.51,Unknown
2022-01-03 21:00:00,0,2022-01-03 21:00:00,-7.5,65.0,11.0,24.1,100.49,Unknown
2022-01-03 22:00:00,6,2022-01-03 22:00:00,-7.6,66.0,8.0,24.1,100.46,Mainly Clear
2022-01-03 23:00:00,0,2022-01-03 23:00:00,-7.4,67.0,9.0,24.1,100.43,Unknown
2022-01-04 00:00:00,2,2022-01-04 00:00:00,-7.2,69.0,12.0,24.1,100.35,Unknown
2022-01-04 01:00:00,0,2022-01-04 01:00:00,-7.6,71.0,11.0,24.1,100.29,Clear
2022-01-04 02:00:00,0,2022-01-04 02:00:00,-6.7,73.0,8.0,24.1,100.25,Unknown
2022-01-04 03:00:00,0,2022-01-04 03:00:00,-5.9,76.0,17.0,24.1,100.27,Unknown
2022-01-04 04:00:00,0,2022-01-04 04:00:00,-6.2,77.0,13.0,24.1,100.22,Clear
2022-01-04 05:00:00,0,2022-01-04 05:00:00,-6.7,79.0,12.0,24.1,100.23,Unknown
2022-01-04 06:00:00,2,2022-01-04 06:00:00,-6.6,79.0,12.0,24.1,100.23,Unknown
2022-01-04 07:00:00,8,2022-01-04 07:00:00,-5.0,73.0,10.0,24.1,100.29,Cloudy
2022-01-04 08:00:00,2,2022-01-04 08:00:00,-5.1,74.0,12.0,24.1,100.27,Unknown
2022-01-04 09:00:00,2,2022-01-04 09:00:00,-4.5,73.0,14.0,24.1,100.27,Unknown
2022-01-04 10:00:00,10,2022-01-04 10:00:00,-3.3,69.0,13.0,24.1,100.25,Mostly Cloudy
2022-01-04 11:00:00,4,2022-01-04 11:00:00,-2.4,64.0,18.0,24.1,100.21,Unknown
2022-01-04 12:00:00,6,2022-01-04 12:00:00,-1.1,61.0,13.0,24.1,100.09,Unknown
2022-01-04 13:00:00,10,2022-01-04 13:00:00,1.0,49.0,16.0,24.1,99.95,Mainly Clear
2022-01-04 14:00:00,2,2022-01-04 14:00:00,2.0,53.0,19.0,24.1,99.83,Unknown
2022-01-04 15:00:00,14,2022-01-04 15:00:00,2.1,57.0,16.0,24.1,99.79,Unknown
2022-01-04 16:00:00,12,2022-01-04 16:00:00,2.1,60.0,17.0,24.1,99.73,Mostly Cloudy
2022-01-04 17:00:00,16,2022-01-04 17:00:00,0.8,75.0,16.0,24.1,99.71,Unknown
2022-01-04 18:00:00,8,2022-01-04 18:00:00,0.3,73.0,16.0,24.1,99.65,Unknown
2022-01-04 19:00:00,12,2022-01-04 19:00:00,0.4,68.0,13.0,24.1,99.6,Cloudy
2022-01-04 20:00:00,10,2022-01-04 20:00:00,-0.3,71.0,7.0,24.1,99.5,Unknown
2022-01-04 21:00:00,2,2022-01-04 21:00:00,-0.4,73.0,7.0,24.1,99.36,Unknown
2022-01-04 22:00:00,4,2022-01-04 22:00:00,0.1,77.0,5.0,24.1,99.27,Cloudy
2022-01-04 23:00:00,0,2022-01-04 23:00:00,0.5,76.0,9.0,24.1,99.07,Unknown
2022-01-05 00:00:00,0,2022-01-05 00:00:00,0.4,74.0,8.0,24.1,98.99,Unknown
2022-01-05 01:00:00,2,2022-01-05 01:00:00,0.9,77.0,9.0,24.1,98.83,Cloudy
2022-01-05 02:00:00,0,2022-01-05 02:00:00,1.3,78.0,12.0,24.1,98.69,Unknown
2022-01-05 03:00:00,2,2022-01-05 03:00:00,1.6,75.0,12.0,24.1,98.56,Unknown
2022-01-05 04:00:00,2,2022-01-05 04:00:00,1.4,80.0,10.0,24.1,98.39,Cloudy
2022-01-05 05:00:00,4,2022-01-05 05:00:00,2.1,77.0,12.0,24.1,98.21,Unknown
2022-01-05 06:00:00,0,2022-01-05 06:00:00,3.5,64.0,20.0,24.1,98.15,Unknown
2022-01-05 07:00:00,10,2022-01-05 07:00:00,3.6,62.0,22.0,24.1,98.08,Mostly Cloudy
2022-01-05 08:00:00,0,2022-01-05 08:00:00,3.9,63.0,22.0,24.1,98.01,Unknown
2022-01-05 09:00:00,12,2022-01-05 09:00:00,4.0,65.0,26.0,24.1,97.98,Rain
2022-01-05 10:00:00,12,2022-01-05 10:00:00,3.2,75.0,21.0,19.3,97.97,Rain
2022-01-05 11:00:00,6,2022-01-05 11:00:00,3.1,79.0,21.0,16.1,97.93,Rain
2022-01-05 12:00:00,8,2022-01-05 12:00:00,3.2,80.0,23.0,19.3,97.83,Rain
2022-01-05 13:00:00,10,2022-01-05 13:00:00,3.3,81.0,27.0,17.7,97.75,Rain
2022-01-05 14:00:00,10,2022-01-05 14:00:00,2.8,87.0,35.0,16.1,97.7,Rain
2022-01-05 15:00:00,6,2022-01-05 15:00:00,1.9,93.0,26.0,9.7,97.71,"Rain,Fog"
2022-01-05 16:00:00,14,2022-01-05 16:00:00,2.6,71.0,51.0,24.1,97.72,Cloudy
2022-01-05 17:00:00,14,2022-01-05 17:00:00,1.1,73.0,44.0,19.3,97.76,Unknown
2022-01-05 18:00:00,12,2022-01-05 18:00:00,0.0,75.0,41.0,24.1,97.91,Snow
2022-01-05 19:00:00,8,2022-01-05 19:00:00,-0.8,73.0,34.0,16.1,98.05,Cloudy
2022-01-05 20:00:00,8,2022-01-05 20:00:00,-2.0,70.0,39.0,16.1,98.16,Unknown
2022-01-05 21:00:00,2,2022-01-05 21:00:00,-2.9,67.0,34.0,16.1,98.25,Snow
2022-01-05 22:00:00,0,2022-01-05 22:00:00,-3.4,67.0,32.0,16.1,98.27,Cloudy
2022-01-05 23:00:00,6,2022-01-05 23:00:00,-4.7,64.0,32.0,24.1,98.35,Unknown
2022-01-06 00:00:00,2,2022-01-06 00:00:00,-5.5,64.0,30.0,24.1,98.44,Unknown
2022-01-06 01:00:00,2,2022-01-06 01:00:00,-5.8,66.0,29.0,24.1,98.5,Mostly Cloudy
2022-01-06 02:00:00,0,2022-01-06 02:00:00,-6.4,68.0,22.0,24.1,98.59,Unknown
2022-01-06 03:00:00,0,2022-01-06 03:00:00,-6.5,67.0,31.0,24.1,98.76,Unknown
2022-01-06 04:00:00,0,2022-01-06 04:00:00,-6.7,68.0,23.0,24.1,98.82,Cloudy
2022-01-06 05:00:00,0,2022-01-06 05:00:00,-7.0,71.0,19.0,24.1,98.83,Unknown
2022-01-06 06:00:00,2,2022-01-06 06:00:00,-7.1,50.0,26.0,24.1,98.88,Unknown
2022-01-06 07:00:00,4,2022-01-06 07:00:00,-3.6,57.0,26.0,24.1,98.92,Mostly Cloudy
2022-01-06 08:00:00,6,2022-01-06 08:00:00,-6.8,77.0,26.0,24.1,98.96,Unknown
2022-01-06 09:00:00,6,2022-01-06 09:00:00,-6.4,75.0,26.0,24.1,99.02,Unknown
2022-01-06 10:00:00,2,2022-01-06 10:00:00,-3.8,68.0,26.0,9.7,99.1,Snow
2022-01-06 11:00:00,4,2022-01-06 11:00:00,-1.0,62.0,17.0,19.3,99.12,Snow
2022-01-06 12:00:00,6,2022-01-06 12:00:00,-3.0,66.0,26.0,24.1,99.1,Unknown
2022-01-06 13:00:00,2,2022-01-06 13:00:00,-2.6,66.0,26.0,24.1,99.1,Cloudy
2022-01-06 14:00:00,2,2022-01-06 14:00:00,0.0,58.0,26.0,24.1,99.0,Unknown
2022-01-06 15:00:00,8,2022-01-06 15:00:00,-3.3,66.0,23.0,24.1,99.04,Unknown
2022-01-06 16:00:00,4,2022-01-06 16:00:00,-4.1,68.0,27.0,24.1,99.12,Mostly Cloudy
2022-01-06 17:00:00,18,2022-01-06 17:00:00,-4.9,69.0,20.0,24.1,99.13,Unknown
2022-01-06 18:00:00,10,2022-01-06 18:00:00,-5.6,72.0,18.0,24.1,99.09,Unknown
2022-01-06 19:00:00,6,2022-01-06 19:00:00,-5.8,75.0,17.0,24.1,99.1,Mainly Clear
2022-01-06 20:00:00,6,2022-01-06 20:00:00,-6.1,76.0,17.0,24.1,99.09,Unknown
2022-01-06 21:00:00,4,2022-01-06 21:00:00,-5.4,75.0,18.0,24.1,99.11,Unknown
2022-01-06 22:00:00,2,2022-01-06 22:00:00,-5.3,77.0,20.0,24.1,99.07,Cloudy
2022-01-06 23:00:00,4,2022-01-06 23:00:00,-5.6,80.0,15.0,24.1,99.07,Snow
2022-01-07 00:00:00,0,2022-01-07 00:00:00,-5.6,80.0,11.0,16.1,99.06,Snow
2022-01-07 01:00:00,0,2022-01-07 01:00:00,-5.4,80.0,16.0,9.7,99.02,Snow
2022-01-07 02:00:00,0,2022-01-07 02:00:00,-5.7,80.0,16.0,16.1,99.01,Unknown
2022-01-07 03:00:00,2,2022-01-07 03:00:00,-7.0,84.0,13.0,24.1,99.05,Unknown
2022-01-07 04:00:00,2,2022-01-07 04:00:00,-8.1,83.0,18.0,24.1,99.07,Cloudy
2022-01-07 05:00:00,2,2022-01-07 05:00:00,-9.3,79.0,18.0,24.1,99.11,Unknown
2022-01-07 06:00:00,0,2022-01-07 06:00:00,-9.9,76.0,16.0,24.1,99.19,Unknown
2022-01-07 07:00:00,10,2022-01-07 07:00:00,-10.9,76.0,21.0,24.1,99.28,Mainly Clear
2022-01-07 08:00:00,4,2022-01-07 08:00:00,-11.7,78.0,20.0,24.1,99.37,Unknown
2022-01-07 09:00:00,6,2022-01-07 09:00:00,-11.2,74.0,20.0,24.1,99.46,Unknown
2022-01-07 10:00:00,4,2022-01-07 10:00:00,-10.8,69.0,18.0,24.1,99.56,Mainly Clear
2022-01-07 11:00:00,4,2022-01-07 11:00:00,-9.6,64.0,17.0,24.1,99.6,Unknown
2022-01-07 12:00:00,16,2022-01-07 12:00:00,-7.8,55.0,18.0,24.1,99.56,Unknown
2022-01-07 13:00:00,4,2022-01-07 13:00:00,-7.0,51.0,26.0,24.1,99.56,Mainly Clear
2022-01-07 14:00:00,4,2022-01-07 14:00:00,-7.3,52.0,36.0,24.1,99.65,Unknown
2022-01-07 15:00:00,16,2022-01-07 15:00:00,-7.2,51.0,30.0,24.1,99.77,Unknown
2022-01-07 16:00:00,10,2022-01-07 16:00:00,-7.6,53.0,35.0,24.1,99.9,Mainly Clear
2022-01-07 17:00:00,10,2022-01-07 17:00:00,-8.9,58.0,32.0,24.1,100.07,Unknown
2022-01-07 18:00:00,14,2022-01-07 18:00:00,-9.4,60.0,38.0,24.1,100.19,Unknown
2022-01-07 19:00:00,10,2022-01-07 19:00:00,-9.9,65.0,34.0,24.1,100.33,Clear
2022-01-07 20:00:00,6,2022-01-07 20:00:00,-10.0,68.0,31.0,24.1,100.44,Unknown
2022-01-07 21:00:00,4,2022-01-07 21:00:00,-10.4,67.0,22.0,24.1,100.51,Unknown
2022-01-07 22:00:00,2,2022-01-07 22:00:00,-10.9,71.0,16.0,24.1,100.66,Clear
2022-01-07 23:00:00,0,2022-01-07 23:00:00,-11.1,72.0,19.0,24.1,100.72,Unknown
2022-01-08 00:00:00,0,2022-01-08 00:00:00,-12.1,75.0,14.0,24.1,100.78,Unknown
2022-01-08 01:00:00,0,2022-01-08 01:00:00,-13.1,74.0,10.0,24.1,100.86,Clear
2022-01-08 02:00:00,0,2022-01-08 02:00:00,-13.7,72.0,12.0,24.1,100.96,Unknown
2022-01-08 03:00:00,0,2022-01-08 03:00:00,-14.3,69.0,9.0,24.1,101.04,Unknown
2022-01-08 04:00:00,0,2022-01-08 04:00:00,-14.4,73.0,10.0,24.1,101.04,Clear
2022-01-08 05:00:00,0,2022-01-08 05:00:00,-14.5,72.0,4.0,24.1,101.09,Unknown
2022-01-08 06:00:00,0,2022-01-08 06:00:00,-14.1,75.0,3.0,24.1,101.18,Unknown
2022-01-08 07:00:00,2,2022-01-08 07:00:00,-13.8,75.0,5.0,24.1,101.26,Mainly Clear
2022-01-08 08:00:00,4,2022-01-08 08:00:00,-13.4,74.0,6.0,24.1,101.24,Unknown
2022-01-08 09:00:00,4,2022-01-08 09:00:00,-11.7,71.0,7.0,24.1,101.26,Unknown
2022-01-08 10:00:00,6,2022-01-08 10:00:00,-9.4,73.0,8.0,24.1,101.28,Mainly Clear
2022-01-08 11:00:00,6,2022-01-08 11:00:00,-6.5,78.0,16.0,24.1,101.25,Unknown
2022-01-08 12:00:00,18,2022-01-08 12:00:00,-5.6,78.0,13.0,24.1,101.08,Snow
2022-01-08 13:00:00,8,2022-01-08 13:00:00,-4.7,69.0,19.0,24.1,100.87,Mostly Cloudy
2022-01-08 14:00:00,18,2022-01-08 14:00:00,-3.5,67.0,24.0,24.1,100.77,Unknown
2022-01-08 15:00:00,14,2022-01-08 15:00:00,-2.5,58.0,19.0,24.1,100.6,Unknown
2022-01-08 16:00:00,16,2022-01-08 16:00:00,-2.6,55.0,23.0,24.1,100.48,Mainly Clear
2022-01-08 17:00:00,18,2022-01-08 17:00:00,-3.0,57.0,13.0,24.1,100.45,Unknown
2022-01-08 18:00:00,10,2022-01-08 18:00:00,-2.4,56.0,14.0,24.1,100.35,Unknown
2022-01-08 19:00:00,14,2022-01-08 19:00:00,-1.5,57.0,11.0,24.1,100.26,Mostly Cloudy
2022-01-08 20:00:00,4,2022-01-08 20:00:00,-1.0,57.0,13.0,24.1,100.17,Unknown
2022-01-08 21:00:00,4,2022-01-08 21:00:00,-0.5,57.0,11.0,24.1,99.96,Unknown
2022-01-08 22:00:00,8,2022-01-08 22:00:00,-0.1,61.0,9.0,24.1,99.88,Ice Pellets
2022-01-08 23:00:00,0,2022-01-08 23:00:00,0.0,62.0,10.0,24.1,99.77,Freezing Rain
2022-01-09 00:00:00,0,2022-01-09 00:00:00,0.0,72.0,10.0,24.1,99.71,Unknown
2022-01-09 01:00:00,0,2022-01-09 01:00:00,0.6,77.0,20.0,24.1,99.58,Cloudy
2022-01-09 02:00:00,0,2022-01-09 02:00:00,0.4,94.0,20.0,16.1,99.53,Unknown
2022-01-09 03:00:00,0,2022-01-09 03:00:00,0.8,98.0,15.0,12.9,99.41,Unknown
2022-01-09 04:00:00,0,2022-01-09 04:00:00,1.1,97.0,14.0,16.1,99.2,Cloudy
2022-01-09 05:00:00,0,2022-01-09 05:00:00,1.2,98.0,18.0,16.1,99.13,Rain
2022-01-09 06:00:00,0,2022-01-09 06:00:00,1.4,99.0,18.0,16.1,99.03,Unknown
2022-01-09 07:00:00,0,2022-01-09 07:00:00,2.0,99.0,17.0,8.1,98.94,"Drizzle,Fog"
2022-01-09 08:00:00,0,2022-01-09 08:00:00,2.6,100.0,16.0,9.7,98.92,"Rain,Drizzle,Fog"
2022-01-09 09:00:00,6,2022-01-09 09:00:00,3.2,92.0,22.0,24.1,98.95,Unknown
2022-01-09 10:00:00,4,2022-01-09 10:00:00,3.2,84.0,27.0,24.1,98.97,Cloudy
2022-01-09 11:00:00,8,2022-01-09 11:00:00,3.3,83.0,34.0,24.1,98.97,Unknown
2022-01-09 12:00:00,14,2022-01-09 12:00:00,3.2,77.0,32.0,24.1,98.94,Unknown
2022-01-09 13:00:00,8,2022-01-09 13:00:00,1.8,79.0,47.0,24.1,98.98,Cloudy
2022-01-09 14:00:00,6,2022-01-09 14:00:00,1.4,64.0,48.0,24.1,99.03,Unknown
2022-01-09 15:00:00,14,2022-01-09 15:00:00,1.0,58.0,42.0,24.1,99.15,Unknown
2022-01-09 16:00:00,12,2022-01-09 16:00:00,0.1,54.0,51.0,24.1,99.27,Mostly Cloudy
2022-01-09 17:00:00,10,2022-01-09 17:00:00,-2.3,73.0,40.0,4.0,99.42,Snow Showers
2022-01-09 18:00:00,8,2022-01-09 18:00:00,-3.0,65.0,39.0,24.1,99.61,Unknown
2022-01-09 19:00:00,6,2022-01-09 19:00:00,-4.3,54.0,39.0,24.1,99.79,Mainly Clear
2022-01-09 20:00:00,4,2022-01-09 20:00:00,-4.8,49.0,37.0,24.1,99.89,Unknown
2022-01-09 21:00:00,4,2022-01-09 21:00:00,-5.4,56.0,25.0,24.1,99.98,Unknown
2022-01-09 22:00:00,4,2022-01-09 22:00:00,-6.3,58.0,32.0,24.1,100.04,Mainly Clear
2022-01-09 23:00:00,0,2022-01-09 23:00:00,-7.0,58.0,26.0,24.1,100.06,Unknown
2022-01-10 00:00:00,0,2022-01-10 00:00:00,-7.2,60.0,37.0,24.1,100.08,Unknown
2022-01-10 01:00:00,0,2022-01-10 01:00:00,-7.9,76.0,31.0,24.1,100.08,Snow
2022-01-10 02:00:00,0,2022-01-10 02:00:00,-8.7,72.0,27.0,24.1,100.07,Unknown
2022-01-10 03:00:00,0,2022-01-10 03:00:00,-9.2,70.0,32.0,24.1,100.11,Unknown
2022-01-10 04:00:00,0,2022-01-10 04:00:00,-9.4,66.0,29.0,24.1,100.09,Clear
2022-01-10 05:00:00,2,2022-01-10 05:00:00,-9.3,68.0,29.0,24.1,100.1,Unknown
2022-01-10 06:00:00,0,2022-01-10 06:00:00,-9.5,67.0,30.0,24.1,100.09,Unknown
2022-01-10 07:00:00,10,2022-01-10 07:00:00,-9.6,67.0,27.0,24.1,100.12,Mostly Cloudy
2022-01-10 08:00:00,12,2022-01-10 08:00:00,-9.6,66.0,32.0,24.1,100.12,Unknown
2022-01-10 09:00:00,2,2022-01-10 09:00:00,-8.9,64.0,32.0,24.1,100.11,Unknown
2022-01-10 10:00:00,12,2022-01-10 10:00:00,-8.7,62.0,37.0,24.1,100.1,Mostly Cloudy
2022-01-10 11:00:00,2,2022-01-10 11:00:00,-7.8,58.0,34.0,24.1,100.07,Unknown
2022-01-10 12:00:00,4,2022-01-10 12:00:00,-7.6,55.0,38.0,24.1,100.0,Unknown
2022-01-10 13:00:00,2,2022-01-10 13:00:00,-7.9,53.0,40.0,24.1,99.96,Mostly Cloudy
2022-01-10 14:00:00,12,2022-01-10 14:00:00,-8.0,53.0,38.0,24.1,99.89,Unknown
2022-01-10 15:00:00,10,2022-01-10 15:00:00,-8.2,52.0,44.0,24.1,99.87,Unknown
2022-01-10 16:00:00,20,2022-01-10 16:00:00,-9.1,54.0,44.0,24.1,99.88,Mainly Clear
2022-01-10 17:00:00,12,2022-01-10 17:00:00,-9.9,64.0,36.0,24.1,99.96,Unknown
2022-01-10 18:00:00,6,2022-01-10 18:00:00,-10.3,67.0,27.0,24.1,100.04,Snow
2022-01-10 19:00:00,12,2022-01-10 19:00:00,-9.7,71.0,25.0,2.0,100.19,Snow
2022-01-10 20:00:00,2,2022-01-10 20:00:00,-11.5,73.0,22.0,24.1,100.35,Unknown
2022-01-10 21:00:00,0,2022-01-10 21:00:00,-12.2,59.0,28.0,24.1,100.45,Unknown
2022-01-10 22:00:00,2,2022-01-10 22:00:00,-12.9,56.0,31.0,24.1,100.54,Clear
2022-01-10 23:00:00,4,2022-01-10 23:00:00,-15.3,65.0,29.0,24.1,100.72,Unknown
2022-01-11 00:00:00,0,2022-01-11 00:00:00,-17.1,64.0,23.0,24.1,100.87,Unknown
2022-01-11 01:00:00,0,2022-01-11 01:00:00,-18.5,69.0,21.0,24.1,100.98,Clear
2022-01-11 02:00:00,2,2022-01-11 02:00:00,-19.6,63.0,16.0,24.1,101.07,Unknown
2022-01-11 03:00:00,0,2022-01-11 03:00:00,-20.4,64.0,16.0,24.1,101.21,Unknown
2022-01-11 04:00:00,0,2022-01-11 04:00:00,-20.8,64.0,18.0,24.1,101.25,Mainly Clear
2022-01-11 05:00:00,0,2022-01-11 05:00:00,-20.9,67.0,17.0,24.1,101.29,Unknown
2022-01-11 06:00:00,2,2022-01-11 06:00:00,-20.7,67.0,7.0,24.1,101.37,Unknown
2022-01-11 07:00:00,2,2022-01-11 07:00:00,-20.4,67.0,7.0,24.1,101.4,Cloudy
2022-01-11 08:00:00,4,2022-01-11 08:00:00,-20.0,66.0,6.0,24.1,101.36,Unknown
2022-01-11 09:00:00,4,2022-01-11 09:00:00,-19.1,67.0,4.0,24.1,101.39,Unknown
2022-01-11 10:00:00,0,2022-01-11 10:00:00,-18.0,65.0,5.0,24.1,101.39,Cloudy
2022-01-11 11:00:00,0,2022-01-11 11:00:00,-16.6,64.0,3.0,16.1,101.34,Unknown
2022-01-11 12:00:00,8,2022-01-11 12:00:00,-15.3,68.0,6.0,16.1,101.21,Snow
2022-01-11 13:00:00,2,2022-01-11 13:00:00,-13.5,74.0,8.0,19.3,101.09,Snow
2022-01-11 14:00:00,6,2022-01-11 14:00:00,-11.2,75.0,13.0,24.1,100.96,Unknown
2022-01-11 15:00:00,4,2022-01-11 15:00:00,-10.9,70.0,12.0,16.1,100.84,Unknown
