datetime,trip_count,temp_°c,dew_point_temp_°c,rel_hum_%,wind_dir_10s_deg,wind_spd_km_h,visibility_km,stn_press_kpa,date,event_count,event_names,event_types,event_locations,maximum_event_impact,is_event,year,month,day,hour,day_of_week,day_name,is_weekend,is_rush_hour,season
2022-03-15 05:00:00,0,0.8,0.7,99.0,1.0,14.0,24.1,100.29,2022-03-15,0,No Event,No Event,No Event,0,0,2022,3,15,5,1,Tuesday,0,0,Spring
2022-03-15 06:00:00,3,0.7,0.5,99.0,2.0,11.0,16.1,100.32,2022-03-15,0,No Event,No Event,No Event,0,0,2022,3,15,6,1,Tuesday,0,0,Spring
2022-03-15 07:00:00,7,0.6,0.6,100.0,3.0,5.0,6.4,100.36,2022-03-15,0,No Event,No Event,No Event,0,0,2022,3,15,7,1,Tuesday,0,1,Spring
2022-03-15 08:00:00,7,0.5,0.5,100.0,5.0,13.0,2.4,100.39,2022-03-15,0,No Event,No Event,No Event,0,0,2022,3,15,8,1,Tuesday,0,1,Spring
2022-03-15 09:00:00,4,0.3,0.3,100.0,4.0,8.0,1.6,100.4,2022-03-15,0,No Event,No Event,No Event,0,0,2022,3,15,9,1,Tuesday,0,1,Spring
2022-03-15 10:00:00,0,0.2,0.2,100.0,4.0,10.0,1.2,100.37,2022-03-15,0,No Event,No Event,No Event,0,0,2022,3,15,10,1,Tuesday,0,0,Spring
2022-03-15 11:00:00,1,0.4,0.4,100.0,4.0,8.0,1.2,100.31,2022-03-15,0,No Event,No Event,No Event,0,0,2022,3,15,11,1,Tuesday,0,0,Spring
2022-03-15 12:00:00,4,0.5,0.5,100.0,3.0,5.0,2.0,100.28,2022-03-15,0,No Event,No Event,No Event,0,0,2022,3,15,12,1,Tuesday,0,0,Spring
2022-03-15 13:00:00,4,0.7,0.7,100.0,2.0,7.0,2.0,100.23,2022-03-15,0,No Event,No Event,No Event,0,0,2022,3,15,13,1,Tuesday,0,0,Spring
2022-03-15 14:00:00,2,0.3,0.3,100.0,1.0,10.0,1.2,100.16,2022-03-15,0,No Event,No Event,No Event,0,0,2022,3,15,14,1,Tuesday,0,0,Spring
2022-03-15 15:00:00,3,0.3,0.3,100.0,4.0,6.0,1.2,100.11,2022-03-15,0,No Event,No Event,No Event,0,0,2022,3,15,15,1,Tuesday,0,0,Spring
2022-03-15 16:00:00,2,0.6,0.6,100.0,9.0,5.0,2.4,100.09,2022-03-15,0,No Event,No Event,No Event,0,0,2022,3,15,16,1,Tuesday,0,1,Spring
2022-03-15 17:00:00,7,0.8,0.8,100.0,11.0,5.0,9.7,100.07,2022-03-15,0,No Event,No Event,No Event,0,0,2022,3,15,17,1,Tuesday,0,1,Spring
2022-03-15 18:00:00,3,1.0,1.0,100.0,10.0,4.0,8.1,100.06,2022-03-15,0,No Event,No Event,No Event,0,0,2022,3,15,18,1,Tuesday,0,1,Spring
2022-03-15 19:00:00,6,0.8,0.8,100.0,5.0,5.0,9.7,100.12,2022-03-15,0,No Event,No Event,No Event,0,0,2022,3,15,19,1,Tuesday,0,0,Spring
2022-03-15 20:00:00,5,1.0,1.0,100.0,10.0,4.5,9.7,100.12,2022-03-15,0,No Event,No Event,No Event,0,0,2022,3,15,20,1,Tuesday,0,0,Spring
2022-03-15 21:00:00,3,1.2,1.2,100.0,15.0,4.0,9.7,100.12,2022-03-15,0,No Event,No Event,No Event,0,0,2022,3,15,21,1,Tuesday,0,0,Spring
2022-03-15 22:00:00,5,1.1,1.1,100.0,20.0,5.0,9.7,100.125,2022-03-15,0,No Event,No Event,No Event,0,0,2022,3,15,22,1,Tuesday,0,0,Spring
2022-03-15 23:00:00,3,1.0,1.0,100.0,25.0,6.0,9.7,100.13,2022-03-15,0,No Event,No Event,No Event,0,0,2022,3,15,23,1,Tuesday,0,0,Spring
2022-03-16 00:00:00,1,0.8,0.8,100.0,22.0,10.0,6.4,100.11,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,0,2,Wednesday,0,0,Spring
2022-03-16 01:00:00,0,0.7,0.7,100.0,23.0,7.0,4.8,100.09,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,1,2,Wednesday,0,0,Spring
2022-03-16 02:00:00,1,0.4,0.4,100.0,26.0,7.0,3.2,100.08,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,2,2,Wednesday,0,0,Spring
2022-03-16 03:00:00,1,-0.2,-0.2,100.0,26.0,6.0,0.4,100.04,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,3,2,Wednesday,0,0,Spring
2022-03-16 04:00:00,1,-0.4,-0.4,100.0,21.0,7.0,0.4,100.02,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,4,2,Wednesday,0,0,Spring
2022-03-16 05:00:00,0,-0.7,-0.7,100.0,16.0,7.0,0.4,100.06,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,5,2,Wednesday,0,0,Spring
2022-03-16 06:00:00,1,-1.0,-1.0,100.0,19.0,9.0,0.4,100.08,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,6,2,Wednesday,0,0,Spring
2022-03-16 07:00:00,6,-0.9,-0.9,100.0,15.0,6.0,0.4,100.10499999999999,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,7,2,Wednesday,0,1,Spring
2022-03-16 08:00:00,7,-0.8,-0.8,100.0,11.0,3.0,0.4,100.13,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,8,2,Wednesday,0,1,Spring
2022-03-16 09:00:00,9,-0.7,-0.7,100.0,13.0,6.0,0.2,100.15,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,9,2,Wednesday,0,1,Spring
2022-03-16 10:00:00,2,-0.4,-0.4,100.0,17.0,6.0,0.2,100.14,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,10,2,Wednesday,0,0,Spring
2022-03-16 11:00:00,4,0.0,0.0,100.0,15.0,6.0,0.4,100.12,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,11,2,Wednesday,0,0,Spring
2022-03-16 12:00:00,3,0.5,0.5,100.0,19.0,7.0,0.8,100.09,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,12,2,Wednesday,0,0,Spring
2022-03-16 13:00:00,7,1.1,1.1,100.0,15.0,5.0,2.8,99.99,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,13,2,Wednesday,0,0,Spring
2022-03-16 14:00:00,9,2.0,2.0,100.0,11.0,4.0,6.4,99.88,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,14,2,Wednesday,0,0,Spring
2022-03-16 15:00:00,7,2.2,1.4,95.0,13.0,10.0,4.8,99.83,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,15,2,Wednesday,0,0,Spring
2022-03-16 16:00:00,10,1.1,0.6,97.0,14.0,10.0,3.2,99.79,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,16,2,Wednesday,0,1,Spring
2022-03-16 17:00:00,13,1.2,1.2,100.0,15.0,10.0,0.8,99.73,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,17,2,Wednesday,0,1,Spring
2022-03-16 18:00:00,8,1.1,1.1,100.0,13.0,8.0,0.8,99.71,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,18,2,Wednesday,0,1,Spring
2022-03-16 19:00:00,9,1.1,1.1,100.0,17.0,8.0,0.6,99.73,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,19,2,Wednesday,0,0,Spring
2022-03-16 20:00:00,3,1.2,1.2,100.0,36.0,3.0,0.4,99.69,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,20,2,Wednesday,0,0,Spring
2022-03-16 21:00:00,2,0.7,0.7,100.0,6.0,4.0,0.2,99.67,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,21,2,Wednesday,0,0,Spring
2022-03-16 22:00:00,1,0.9,0.9,100.0,11.0,3.0,0.2,99.62,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,22,2,Wednesday,0,0,Spring
2022-03-16 23:00:00,2,1.1,1.1,100.0,16.0,7.0,0.0,99.53,2022-03-16,0,No Event,No Event,No Event,0,0,2022,3,16,23,2,Wednesday,0,0,Spring
2022-03-17 00:00:00,1,0.9,0.9,100.0,19.0,4.0,0.0,99.47,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,0,3,Thursday,0,0,Spring
2022-03-17 01:00:00,0,0.8,0.8,100.0,17.0,5.0,0.0,99.41,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,1,3,Thursday,0,0,Spring
2022-03-17 02:00:00,1,0.55,0.55,100.0,22.0,4.0,0.0,99.35499999999999,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,2,3,Thursday,0,0,Spring
2022-03-17 03:00:00,0,0.3,0.3,100.0,27.0,3.0,0.0,99.3,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,3,3,Thursday,0,0,Spring
2022-03-17 04:00:00,0,-0.1,-0.1,100.0,18.0,4.0,0.2,99.25,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,4,3,Thursday,0,0,Spring
2022-03-17 05:00:00,0,-0.2,-0.2,100.0,19.0,7.0,0.2,99.25,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,5,3,Thursday,0,0,Spring
2022-03-17 06:00:00,1,0.1,0.1,100.0,24.0,8.0,0.4,99.27,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,6,3,Thursday,0,0,Spring
2022-03-17 07:00:00,3,0.7333333333333333,0.7333333333333333,100.0,21.0,8.0,1.8666666666666667,99.25666666666666,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,7,3,Thursday,0,1,Spring
2022-03-17 08:00:00,9,1.3666666666666667,1.3666666666666667,100.0,18.0,8.0,3.333333333333333,99.24333333333334,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,8,3,Thursday,0,1,Spring
2022-03-17 09:00:00,7,2.0,2.0,100.0,15.0,8.0,4.8,99.23,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,9,3,Thursday,0,1,Spring
2022-03-17 10:00:00,4,4.9,4.9,100.0,16.0,4.0,16.1,99.21,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,10,3,Thursday,0,0,Spring
2022-03-17 11:00:00,7,8.9,5.4,79.0,16.0,8.0,16.1,99.19,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,11,3,Thursday,0,0,Spring
2022-03-17 12:00:00,5,9.8,5.3,74.0,13.0,8.0,24.1,99.15,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,12,3,Thursday,0,0,Spring
2022-03-17 13:00:00,10,14.2,7.0,62.0,15.0,9.0,24.1,99.09,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,13,3,Thursday,0,0,Spring
2022-03-17 14:00:00,7,16.4,7.6,56.0,15.0,10.0,24.1,99.02,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,14,3,Thursday,0,0,Spring
2022-03-17 15:00:00,15,17.0,6.3,49.0,16.0,16.0,24.1,98.99,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,15,3,Thursday,0,0,Spring
2022-03-17 16:00:00,11,16.4,6.7,53.0,16.0,14.0,24.1,98.98,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,16,3,Thursday,0,1,Spring
2022-03-17 17:00:00,17,16.1,6.4,52.0,16.0,12.0,24.1,99.0,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,17,3,Thursday,0,1,Spring
2022-03-17 18:00:00,19,14.7,6.0,56.0,16.0,8.0,24.1,99.04,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,18,3,Thursday,0,1,Spring
2022-03-17 19:00:00,17,12.8,5.5,61.0,17.0,5.0,24.1,99.07,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,19,3,Thursday,0,0,Spring
2022-03-17 20:00:00,7,12.9,5.7,61.0,16.0,3.0,24.1,99.13,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,20,3,Thursday,0,0,Spring
2022-03-17 21:00:00,10,12.7,5.6,61.0,18.0,4.0,24.1,99.15,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,21,3,Thursday,0,0,Spring
2022-03-17 22:00:00,7,11.8,6.0,67.0,29.0,8.0,24.1,99.16,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,22,3,Thursday,0,0,Spring
2022-03-17 23:00:00,2,11.0,6.6,74.0,30.0,13.0,24.1,99.17,2022-03-17,0,No Event,No Event,No Event,0,0,2022,3,17,23,3,Thursday,0,0,Spring
2022-03-18 00:00:00,1,9.9,6.0,77.0,33.0,13.0,24.1,99.16,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,0,4,Friday,0,0,Spring
2022-03-18 01:00:00,3,8.0,5.4,84.0,30.0,7.0,24.1,99.19,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,1,4,Friday,0,0,Spring
2022-03-18 02:00:00,3,8.3,5.3,82.0,32.0,13.0,24.1,99.23,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,2,4,Friday,0,0,Spring
2022-03-18 03:00:00,1,8.0,5.4,83.0,36.0,9.0,24.1,99.21,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,3,4,Friday,0,0,Spring
2022-03-18 04:00:00,1,7.4,4.8,83.0,36.0,10.0,24.1,99.24,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,4,4,Friday,0,0,Spring
2022-03-18 05:00:00,3,7.5,4.5,81.0,1.0,10.0,24.1,99.24,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,5,4,Friday,0,0,Spring
2022-03-18 06:00:00,4,7.6,4.2,79.0,35.0,8.0,24.1,99.26,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,6,4,Friday,0,0,Spring
2022-03-18 07:00:00,3,7.4,4.5,82.0,32.0,15.0,19.3,99.42,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,7,4,Friday,0,1,Spring
2022-03-18 08:00:00,8,8.6,3.9,72.0,36.0,8.0,19.3,99.42,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,8,4,Friday,0,1,Spring
2022-03-18 09:00:00,9,8.1,2.4,67.0,34.0,20.0,24.1,99.52,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,9,4,Friday,0,1,Spring
2022-03-18 10:00:00,7,9.7,3.8,67.0,36.0,17.0,24.1,99.52,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,10,4,Friday,0,0,Spring
2022-03-18 11:00:00,6,12.1,3.7,56.0,36.0,6.0,24.1,99.46,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,11,4,Friday,0,0,Spring
2022-03-18 12:00:00,11,13.9,2.2,45.0,3.0,8.0,24.1,99.45,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,12,4,Friday,0,0,Spring
2022-03-18 13:00:00,11,13.4,4.5,54.0,35.0,14.0,24.1,99.4,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,13,4,Friday,0,0,Spring
2022-03-18 14:00:00,6,13.2,4.8,56.0,35.0,14.0,24.1,99.36,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,14,4,Friday,0,0,Spring
2022-03-18 15:00:00,11,11.5,4.3,61.0,1.0,21.0,24.1,99.3,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,15,4,Friday,0,0,Spring
2022-03-18 16:00:00,6,11.2,3.9,61.0,3.0,17.0,24.1,99.27,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,16,4,Friday,0,1,Spring
2022-03-18 17:00:00,15,10.7,4.4,65.0,3.0,16.0,24.1,99.23,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,17,4,Friday,0,1,Spring
2022-03-18 18:00:00,15,11.0,3.4,59.0,6.0,13.0,24.1,99.2,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,18,4,Friday,0,1,Spring
2022-03-18 19:00:00,9,10.4,3.5,62.0,6.0,9.0,24.1,99.18,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,19,4,Friday,0,0,Spring
2022-03-18 20:00:00,8,8.1,3.5,72.0,36.0,12.0,24.1,99.22,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,20,4,Friday,0,0,Spring
2022-03-18 21:00:00,8,7.5,3.5,76.0,1.0,8.0,24.1,99.16,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,21,4,Friday,0,0,Spring
2022-03-18 22:00:00,2,8.2,3.2,71.0,5.0,12.0,24.1,99.02,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,22,4,Friday,0,0,Spring
2022-03-18 23:00:00,6,7.5,3.0,73.0,4.0,14.0,24.1,98.9,2022-03-18,0,No Event,No Event,No Event,0,0,2022,3,18,23,4,Friday,0,0,Spring
2022-03-19 00:00:00,1,6.0,2.8,80.0,34.0,11.0,24.1,98.82,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,0,5,Saturday,1,0,Spring
2022-03-19 01:00:00,3,5.6,3.5,86.0,2.0,10.0,24.1,98.7,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,1,5,Saturday,1,0,Spring
2022-03-19 02:00:00,2,6.0,3.0,81.0,2.0,5.0,24.1,98.69,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,2,5,Saturday,1,0,Spring
2022-03-19 03:00:00,0,5.8,3.1,83.0,5.0,8.0,24.1,98.56,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,3,5,Saturday,1,0,Spring
2022-03-19 04:00:00,1,6.2,2.9,79.0,8.0,11.0,24.1,98.48,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,4,5,Saturday,1,0,Spring
2022-03-19 05:00:00,1,5.8,3.0,82.0,9.0,12.0,24.1,98.46,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,5,5,Saturday,1,0,Spring
2022-03-19 06:00:00,0,5.9,3.6,85.0,8.0,15.0,24.1,98.43,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,6,5,Saturday,1,0,Spring
2022-03-19 07:00:00,1,6.2,4.5,89.0,11.0,23.0,24.1,98.45,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,7,5,Saturday,1,1,Spring
2022-03-19 08:00:00,3,5.4,5.4,100.0,10.0,13.0,4.8,98.38,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,8,5,Saturday,1,1,Spring
2022-03-19 09:00:00,2,5.5,5.5,100.0,10.0,16.0,9.7,98.35,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,9,5,Saturday,1,1,Spring
2022-03-19 10:00:00,5,5.5,5.5,100.0,11.0,11.0,4.0,98.35,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,10,5,Saturday,1,0,Spring
2022-03-19 11:00:00,5,5.4,5.4,100.0,7.0,13.0,8.1,98.28,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,11,5,Saturday,1,0,Spring
2022-03-19 12:00:00,1,5.5,5.5,100.0,11.0,13.0,3.2,98.2,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,12,5,Saturday,1,0,Spring
2022-03-19 13:00:00,4,5.8,5.8,100.0,7.0,5.0,3.2,98.15,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,13,5,Saturday,1,0,Spring
2022-03-19 14:00:00,8,6.1,6.1,100.0,9.0,10.0,4.8,98.06,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,14,5,Saturday,1,0,Spring
2022-03-19 15:00:00,7,7.1,7.1,100.0,12.0,7.0,6.4,98.04,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,15,5,Saturday,1,0,Spring
2022-03-19 16:00:00,7,7.1,7.1,100.0,16.0,8.0,3.2,98.02,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,16,5,Saturday,1,1,Spring
2022-03-19 17:00:00,7,6.2,6.2,100.0,18.0,15.0,4.0,98.03,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,17,5,Saturday,1,1,Spring
2022-03-19 18:00:00,6,7.8,7.8,100.0,21.0,20.0,16.1,98.08,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,18,5,Saturday,1,1,Spring
2022-03-19 19:00:00,2,8.7,8.1,96.0,23.0,22.0,19.3,98.16,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,19,5,Saturday,1,0,Spring
2022-03-19 20:00:00,6,8.1,6.9,92.0,24.0,25.0,19.3,98.24,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,20,5,Saturday,1,0,Spring
2022-03-19 21:00:00,4,7.1,5.7,91.0,27.0,23.0,24.1,98.32,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,21,5,Saturday,1,0,Spring
2022-03-19 22:00:00,2,5.4,3.5,87.0,25.0,22.0,24.1,98.39,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,22,5,Saturday,1,0,Spring
2022-03-19 23:00:00,3,4.2,2.7,90.0,26.0,21.0,24.1,98.49,2022-03-19,0,No Event,No Event,No Event,0,0,2022,3,19,23,5,Saturday,1,0,Spring
2022-03-20 00:00:00,1,4.0,2.4,89.0,26.0,22.0,24.1,98.54,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,0,6,Sunday,1,0,Spring
2022-03-20 01:00:00,0,3.9,2.2,89.0,26.0,19.0,24.1,98.59,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,1,6,Sunday,1,0,Spring
2022-03-20 02:00:00,2,3.9,1.6,85.0,27.0,29.0,24.1,98.61,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,2,6,Sunday,1,0,Spring
2022-03-20 03:00:00,1,3.4,1.3,86.0,26.0,20.0,24.1,98.66,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,3,6,Sunday,1,0,Spring
2022-03-20 04:00:00,0,3.1,1.0,86.0,27.0,21.0,24.1,98.7,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,4,6,Sunday,1,0,Spring
2022-03-20 05:00:00,0,2.9,1.0,87.0,26.0,26.0,24.1,98.75,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,5,6,Sunday,1,0,Spring
2022-03-20 06:00:00,0,2.0,1.7,98.0,26.0,22.0,11.3,98.81,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,6,6,Sunday,1,0,Spring
2022-03-20 07:00:00,1,2.7,1.1,89.0,29.0,19.0,11.3,98.93,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,7,6,Sunday,1,1,Spring
2022-03-20 08:00:00,1,3.2,1.2,87.0,30.0,22.0,16.1,99.0,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,8,6,Sunday,1,1,Spring
2022-03-20 09:00:00,3,3.7,0.9,82.0,31.0,23.0,24.1,99.07,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,9,6,Sunday,1,1,Spring
2022-03-20 10:00:00,5,4.5,1.5,81.0,31.0,26.0,24.1,99.14,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,10,6,Sunday,1,0,Spring
2022-03-20 11:00:00,6,7.0,2.2,72.0,31.0,27.0,24.1,99.19,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,11,6,Sunday,1,0,Spring
2022-03-20 12:00:00,11,8.6,-0.5,53.0,31.0,37.0,24.1,99.22,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,12,6,Sunday,1,0,Spring
2022-03-20 13:00:00,19,10.0,-3.4,39.0,32.0,35.0,24.1,99.26,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,13,6,Sunday,1,0,Spring
2022-03-20 14:00:00,10,10.7,-4.0,35.0,30.0,35.0,24.1,99.31,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,14,6,Sunday,1,0,Spring
2022-03-20 15:00:00,23,11.7,-7.0,26.0,33.0,33.0,24.1,99.35,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,15,6,Sunday,1,0,Spring
2022-03-20 16:00:00,23,11.6,-5.9,29.0,32.0,25.0,24.1,99.42,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,16,6,Sunday,1,1,Spring
2022-03-20 17:00:00,20,10.6,-4.3,35.0,31.0,37.0,24.1,99.47,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,17,6,Sunday,1,1,Spring
2022-03-20 18:00:00,17,9.3,-3.6,40.0,29.0,26.0,24.1,99.57,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,18,6,Sunday,1,1,Spring
2022-03-20 19:00:00,9,7.9,-4.2,42.0,30.0,26.0,24.1,99.67,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,19,6,Sunday,1,0,Spring
2022-03-20 20:00:00,9,6.0,-2.6,54.0,29.0,18.0,24.1,99.71,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,20,6,Sunday,1,0,Spring
2022-03-20 21:00:00,8,4.6,-2.5,60.0,31.0,16.0,24.1,99.8,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,21,6,Sunday,1,0,Spring
2022-03-20 22:00:00,3,4.3,-2.4,62.0,31.0,17.0,24.1,99.81,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,22,6,Sunday,1,0,Spring
2022-03-20 23:00:00,3,2.7,-2.6,68.0,29.0,14.0,24.1,99.84,2022-03-20,0,No Event,No Event,No Event,0,0,2022,3,20,23,6,Sunday,1,0,Spring
2022-03-21 00:00:00,1,2.2,-2.7,70.0,28.0,14.0,24.1,99.85,2022-03-21,0,No Event,No Event,No Event,0,0,2022,3,21,0,0,Monday,0,0,Spring
2022-03-21 01:00:00,1,0.8,-2.9,76.0,28.0,13.0,24.1,99.85,2022-03-21,0,No Event,No Event,No Event,0,0,2022,3,21,1,0,Monday,0,0,Spring
2022-03-21 02:00:00,0,0.6,-3.2,76.0,27.0,15.0,24.1,99.88,2022-03-21,0,No Event,No Event,No Event,0,0,2022,3,21,2,0,Monday,0,0,Spring
2022-03-21 03:00:00,0,0.6,-3.4,75.0,26.0,17.0,24.1,99.86,2022-03-21,0,No Event,No Event,No Event,0,0,2022,3,21,3,0,Monday,0,0,Spring
2022-03-21 04:00:00,1,1.5,-3.4,70.0,29.0,16.0,24.1,99.89,2022-03-21,0,No Event,No Event,No Event,0,0,2022,3,21,4,0,Monday,0,0,Spring
2022-03-21 05:00:00,2,1.1,-4.0,69.0,29.0,14.0,24.1,99.92,2022-03-21,0,No Event,No Event,No Event,0,0,2022,3,21,5,0,Monday,0,0,Spring
2022-03-21 06:00:00,6,1.5,-3.6,69.0,29.0,17.0,24.1,100.0,2022-03-21,0,No Event,No Event,No Event,0,0,2022,3,21,6,0,Monday,0,0,Spring
2022-03-21 07:00:00,10,2.1,-3.0,69.0,29.0,17.0,24.1,100.05,2022-03-21,0,No Event,No Event,No Event,0,0,2022,3,21,7,0,Monday,0,1,Spring
2022-03-21 08:00:00,14,5.3,-2.3,58.0,30.0,16.0,24.1,100.07,2022-03-21,0,No Event,No Event,No Event,0,0,2022,3,21,8,0,Monday,0,1,Spring
2022-03-21 09:00:00,4,7.0,-2.3,52.0,30.0,17.0,24.1,100.09,2022-03-21,0,No Event,No Event,No Event,0,0,2022,3,21,9,0,Monday,0,1,Spring
