datetime,trip_count,temp_°c,dew_point_temp_°c,rel_hum_%,wind_dir_10s_deg,wind_spd_km_h,visibility_km,stn_press_kpa,date,event_count,event_names,event_types,event_locations,maximum_event_impact,is_event,year,month,day,hour,day_of_week,day_name,is_weekend,is_rush_hour,season
2022-01-01 00:00:00,1,3.9,3.9,100.0,5.0,4.0,4.8,98.66,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,0,5,Saturday,1,0,Winter
2022-01-01 01:00:00,2,4.2,4.2,100.0,4.0,11.0,4.8,98.57,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,1,5,Saturday,1,0,Winter
2022-01-01 02:00:00,4,4.2,4.2,100.0,6.0,10.0,4.8,98.47,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,2,5,Saturday,1,0,Winter
2022-01-01 03:00:00,1,4.1,4.1,100.0,1.0,10.0,4.8,98.5,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,3,5,Saturday,1,0,Winter
2022-01-01 04:00:00,0,4.5,4.5,100.0,10.0,12.0,4.8,98.45,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,4,5,Saturday,1,0,Winter
2022-01-01 05:00:00,0,4.3,4.3,100.0,1.0,5.0,2.8,98.46,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,5,5,Saturday,1,0,Winter
2022-01-01 06:00:00,0,4.3,4.3,100.0,3.0,9.0,0.4,98.39,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,6,5,Saturday,1,0,Winter
2022-01-01 07:00:00,1,3.3,3.3,100.0,33.0,19.0,0.6,98.49,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,7,5,Saturday,1,1,Winter
2022-01-01 08:00:00,1,2.7,2.7,100.0,35.0,18.0,2.4,98.59,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,8,5,Saturday,1,1,Winter
2022-01-01 09:00:00,1,2.9,2.9,100.0,35.0,20.0,16.1,98.6,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,9,5,Saturday,1,1,Winter
2022-01-01 10:00:00,4,3.2,3.2,100.0,35.0,27.0,8.1,98.71,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,10,5,Saturday,1,0,Winter
2022-01-01 11:00:00,4,3.1,3.1,100.0,35.0,30.0,6.4,98.74,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,11,5,Saturday,1,0,Winter
2022-01-01 12:00:00,4,2.7,2.4,98.0,34.0,22.0,8.1,98.7,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,12,5,Saturday,1,0,Winter
2022-01-01 13:00:00,6,2.7,1.3,90.0,34.0,18.0,16.1,98.66,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,13,5,Saturday,1,0,Winter
2022-01-01 14:00:00,8,2.5,0.1,84.0,34.0,26.0,16.1,98.69,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,14,5,Saturday,1,0,Winter
2022-01-01 15:00:00,6,1.9,-1.1,80.0,35.0,31.0,16.1,98.77,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,15,5,Saturday,1,0,Winter
2022-01-01 16:00:00,6,1.6,-1.6,79.0,35.0,27.0,24.1,98.71,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,16,5,Saturday,1,1,Winter
2022-01-01 17:00:00,6,1.1,-2.3,78.0,36.0,23.0,24.1,98.78,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,17,5,Saturday,1,1,Winter
2022-01-01 18:00:00,5,0.9,-2.0,81.0,1.0,19.0,24.1,98.78,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,18,5,Saturday,1,1,Winter
2022-01-01 19:00:00,3,0.4,-2.3,82.0,36.0,26.0,24.1,98.84,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,19,5,Saturday,1,0,Winter
2022-01-01 20:00:00,0,-0.6,-2.6,86.0,36.0,27.0,6.4,98.84,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,20,5,Saturday,1,0,Winter
2022-01-01 21:00:00,1,-1.1,-2.0,94.0,35.0,24.0,1.6,98.79,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,21,5,Saturday,1,0,Winter
2022-01-01 22:00:00,0,-1.5,-2.1,96.0,35.0,24.0,3.2,98.8,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,22,5,Saturday,1,0,Winter
2022-01-01 23:00:00,1,-2.5,-3.6,92.0,36.0,27.0,4.0,98.82,2022-01-01,1,New Year's Day,Public Holiday,Toronto,3,1,2022,1,1,23,5,Saturday,1,0,Winter
2022-01-02 00:00:00,0,-2.8,-4.4,89.0,36.0,19.0,4.8,98.85,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,0,6,Sunday,1,0,Winter
2022-01-02 01:00:00,0,-3.1,-4.8,88.0,1.0,20.0,6.4,98.8,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,1,6,Sunday,1,0,Winter
2022-01-02 02:00:00,0,-3.1,-6.3,79.0,2.0,21.0,24.1,98.77,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,2,6,Sunday,1,0,Winter
2022-01-02 03:00:00,0,-3.3,-6.7,78.0,1.0,21.0,24.1,98.78,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,3,6,Sunday,1,0,Winter
2022-01-02 04:00:00,0,-4.1,-7.1,79.0,36.0,24.0,24.1,98.78,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,4,6,Sunday,1,0,Winter
2022-01-02 05:00:00,0,-4.7,-8.1,77.0,35.0,31.0,24.1,98.81,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,5,6,Sunday,1,0,Winter
2022-01-02 06:00:00,2,-5.7,-8.8,79.0,35.0,33.0,24.1,98.88,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,6,6,Sunday,1,0,Winter
2022-01-02 07:00:00,0,-6.6,-9.2,82.0,35.0,41.0,9.7,98.94,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,7,6,Sunday,1,1,Winter
2022-01-02 08:00:00,0,-7.0,-9.7,81.0,34.0,29.0,6.4,99.04,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,8,6,Sunday,1,1,Winter
2022-01-02 09:00:00,0,-7.6,-9.7,85.0,34.0,21.0,0.8,99.11,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,9,6,Sunday,1,1,Winter
2022-01-02 10:00:00,1,-8.0,-10.5,82.0,34.0,33.0,2.0,99.19,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,10,6,Sunday,1,0,Winter
2022-01-02 11:00:00,0,-7.8,-10.7,80.0,34.0,24.0,2.4,99.25,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,11,6,Sunday,1,0,Winter
2022-01-02 12:00:00,0,-7.7,-10.9,78.0,34.0,25.0,4.8,99.28,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,12,6,Sunday,1,0,Winter
2022-01-02 13:00:00,0,-6.7,-11.7,68.0,33.0,27.0,24.1,99.37,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,13,6,Sunday,1,0,Winter
2022-01-02 14:00:00,2,-6.3,-12.5,62.0,34.0,26.0,24.1,99.42,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,14,6,Sunday,1,0,Winter
2022-01-02 15:00:00,2,-6.4,-12.1,64.0,35.0,29.0,24.1,99.46,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,15,6,Sunday,1,0,Winter
2022-01-02 16:00:00,3,-6.6,-12.6,63.0,33.0,22.0,24.1,99.65,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,16,6,Sunday,1,1,Winter
2022-01-02 17:00:00,6,-7.1,-12.5,65.0,35.0,22.0,24.1,99.77,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,17,6,Sunday,1,1,Winter
2022-01-02 18:00:00,0,-7.2,-12.2,68.0,34.0,19.0,24.1,99.91,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,18,6,Sunday,1,1,Winter
2022-01-02 19:00:00,2,-8.2,-13.0,69.0,31.0,19.0,24.1,99.99,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,19,6,Sunday,1,0,Winter
2022-01-02 20:00:00,1,-8.8,-13.5,69.0,31.0,20.0,24.1,100.06,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,20,6,Sunday,1,0,Winter
2022-01-02 21:00:00,0,-9.4,-13.8,70.0,31.0,11.0,24.1,100.11,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,21,6,Sunday,1,0,Winter
2022-01-02 22:00:00,1,-9.5,-13.6,73.0,35.0,17.0,24.1,100.12,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,22,6,Sunday,1,0,Winter
2022-01-02 23:00:00,2,-10.7,-13.8,78.0,1.0,15.0,24.1,100.13,2022-01-02,0,No Event,No Event,No Event,0,0,2022,1,2,23,6,Sunday,1,0,Winter
2022-01-03 00:00:00,0,-11.1,-15.0,73.0,36.0,15.0,24.1,100.21,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,0,0,Monday,0,0,Winter
2022-01-03 01:00:00,0,-12.1,-16.1,72.0,34.0,12.0,24.1,100.25,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,1,0,Monday,0,0,Winter
2022-01-03 02:00:00,0,-12.5,-16.6,72.0,31.0,17.0,24.1,100.35,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,2,0,Monday,0,0,Winter
2022-01-03 03:00:00,0,-13.2,-17.8,68.0,33.0,12.0,24.1,100.49,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,3,0,Monday,0,0,Winter
2022-01-03 04:00:00,0,-13.8,-18.4,69.0,31.0,12.0,24.1,100.58,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,4,0,Monday,0,0,Winter
2022-01-03 05:00:00,0,-13.9,-18.1,71.0,32.0,16.0,24.1,100.59,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,5,0,Monday,0,0,Winter
2022-01-03 06:00:00,0,-14.0,-18.9,67.0,36.0,12.0,24.1,100.54,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,6,0,Monday,0,0,Winter
2022-01-03 07:00:00,0,-14.2,-18.6,69.0,36.0,14.0,24.1,100.54,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,7,0,Monday,0,1,Winter
2022-01-03 08:00:00,1,-15.0,-18.9,72.0,3.0,7.0,24.1,100.52,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,8,0,Monday,0,1,Winter
2022-01-03 09:00:00,3,-13.7,-18.1,70.0,4.0,8.0,24.1,100.62,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,9,0,Monday,0,1,Winter
2022-01-03 10:00:00,3,-12.1,-18.0,62.0,1.0,4.0,24.1,100.71,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,10,0,Monday,0,0,Winter
2022-01-03 11:00:00,2,-10.8,-17.6,58.0,29.0,4.0,24.1,100.71,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,11,0,Monday,0,0,Winter
2022-01-03 12:00:00,6,-9.9,-18.2,51.0,33.0,3.0,24.1,100.6,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,12,0,Monday,0,0,Winter
2022-01-03 13:00:00,6,-8.8,-18.0,47.0,30.0,4.0,24.1,100.5,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,13,0,Monday,0,0,Winter
2022-01-03 14:00:00,2,-7.4,-16.5,49.0,28.0,5.0,24.1,100.49,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,14,0,Monday,0,0,Winter
2022-01-03 15:00:00,3,-6.9,-16.1,48.0,19.0,9.0,24.1,100.5,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,15,0,Monday,0,0,Winter
2022-01-03 16:00:00,2,-7.5,-15.1,55.0,13.0,14.0,24.1,100.46,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,16,0,Monday,0,1,Winter
2022-01-03 17:00:00,5,-7.4,-13.2,64.0,15.0,8.0,24.1,100.45,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,17,0,Monday,0,1,Winter
2022-01-03 18:00:00,3,-7.0,-13.5,60.0,18.0,10.0,24.1,100.51,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,18,0,Monday,0,1,Winter
2022-01-03 19:00:00,1,-6.7,-12.4,64.0,20.0,10.0,24.1,100.53,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,19,0,Monday,0,0,Winter
2022-01-03 20:00:00,2,-7.1,-13.0,63.0,22.0,13.0,24.1,100.51,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,20,0,Monday,0,0,Winter
2022-01-03 21:00:00,0,-7.5,-13.0,65.0,20.0,11.0,24.1,100.49,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,21,0,Monday,0,0,Winter
2022-01-03 22:00:00,3,-7.6,-13.0,66.0,18.0,8.0,24.1,100.46,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,22,0,Monday,0,0,Winter
2022-01-03 23:00:00,0,-7.4,-12.6,67.0,18.0,9.0,24.1,100.43,2022-01-03,0,No Event,No Event,No Event,0,0,2022,1,3,23,0,Monday,0,0,Winter
2022-01-04 00:00:00,1,-7.2,-11.9,69.0,18.0,12.0,24.1,100.35,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,0,1,Tuesday,0,0,Winter
2022-01-04 01:00:00,0,-7.6,-12.0,71.0,21.0,11.0,24.1,100.29,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,1,1,Tuesday,0,0,Winter
2022-01-04 02:00:00,0,-6.7,-10.8,73.0,21.0,8.0,24.1,100.25,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,2,1,Tuesday,0,0,Winter
2022-01-04 03:00:00,0,-5.9,-9.5,76.0,25.0,17.0,24.1,100.27,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,3,1,Tuesday,0,0,Winter
2022-01-04 04:00:00,0,-6.2,-9.6,77.0,24.0,13.0,24.1,100.22,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,4,1,Tuesday,0,0,Winter
2022-01-04 05:00:00,0,-6.7,-9.8,79.0,25.0,12.0,24.1,100.23,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,5,1,Tuesday,0,0,Winter
2022-01-04 06:00:00,1,-6.6,-9.7,79.0,24.0,12.0,24.1,100.23,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,6,1,Tuesday,0,0,Winter
2022-01-04 07:00:00,4,-5.0,-9.2,73.0,21.0,10.0,24.1,100.29,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,7,1,Tuesday,0,1,Winter
2022-01-04 08:00:00,1,-5.1,-9.0,74.0,21.0,12.0,24.1,100.27,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,8,1,Tuesday,0,1,Winter
2022-01-04 09:00:00,1,-4.5,-8.7,73.0,21.0,14.0,24.1,100.27,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,9,1,Tuesday,0,1,Winter
2022-01-04 10:00:00,5,-3.3,-8.2,69.0,21.0,13.0,24.1,100.25,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,10,1,Tuesday,0,0,Winter
2022-01-04 11:00:00,2,-2.4,-8.2,64.0,23.0,18.0,24.1,100.21,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,11,1,Tuesday,0,0,Winter
2022-01-04 12:00:00,3,-1.1,-7.8,61.0,21.0,13.0,24.1,100.09,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,12,1,Tuesday,0,0,Winter
2022-01-04 13:00:00,5,1.0,-8.4,49.0,23.0,16.0,24.1,99.95,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,13,1,Tuesday,0,0,Winter
2022-01-04 14:00:00,1,2.0,-6.6,53.0,21.0,19.0,24.1,99.83,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,14,1,Tuesday,0,0,Winter
2022-01-04 15:00:00,7,2.1,-5.4,57.0,20.0,16.0,24.1,99.79,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,15,1,Tuesday,0,0,Winter
2022-01-04 16:00:00,6,2.1,-4.8,60.0,20.0,17.0,24.1,99.73,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,16,1,Tuesday,0,1,Winter
2022-01-04 17:00:00,8,0.8,-3.1,75.0,17.0,16.0,24.1,99.71,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,17,1,Tuesday,0,1,Winter
2022-01-04 18:00:00,4,0.3,-3.9,73.0,19.0,16.0,24.1,99.65,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,18,1,Tuesday,0,1,Winter
2022-01-04 19:00:00,6,0.4,-4.9,68.0,20.0,13.0,24.1,99.6,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,19,1,Tuesday,0,0,Winter
2022-01-04 20:00:00,5,-0.3,-5.0,71.0,16.0,7.0,24.1,99.5,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,20,1,Tuesday,0,0,Winter
2022-01-04 21:00:00,1,-0.4,-4.7,73.0,14.0,7.0,24.1,99.36,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,21,1,Tuesday,0,0,Winter
2022-01-04 22:00:00,2,0.1,-3.5,77.0,17.0,5.0,24.1,99.27,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,22,1,Tuesday,0,0,Winter
2022-01-04 23:00:00,0,0.5,-3.2,76.0,15.0,9.0,24.1,99.07,2022-01-04,0,No Event,No Event,No Event,0,0,2022,1,4,23,1,Tuesday,0,0,Winter
2022-01-05 00:00:00,0,0.4,-3.7,74.0,15.0,8.0,24.1,98.99,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,0,2,Wednesday,0,0,Winter
2022-01-05 01:00:00,1,0.9,-2.7,77.0,14.0,9.0,24.1,98.83,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,1,2,Wednesday,0,0,Winter
2022-01-05 02:00:00,0,1.3,-2.2,78.0,13.0,12.0,24.1,98.69,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,2,2,Wednesday,0,0,Winter
2022-01-05 03:00:00,1,1.6,-2.3,75.0,14.0,12.0,24.1,98.56,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,3,2,Wednesday,0,0,Winter
2022-01-05 04:00:00,1,1.4,-1.7,80.0,15.0,10.0,24.1,98.39,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,4,2,Wednesday,0,0,Winter
2022-01-05 05:00:00,2,2.1,-1.6,77.0,18.0,12.0,24.1,98.21,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,5,2,Wednesday,0,0,Winter
2022-01-05 06:00:00,0,3.5,-2.8,64.0,19.0,20.0,24.1,98.15,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,6,2,Wednesday,0,0,Winter
2022-01-05 07:00:00,5,3.6,-2.9,62.0,20.0,22.0,24.1,98.08,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,7,2,Wednesday,0,1,Winter
2022-01-05 08:00:00,0,3.9,-2.5,63.0,20.0,22.0,24.1,98.01,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,8,2,Wednesday,0,1,Winter
2022-01-05 09:00:00,6,4.0,-2.0,65.0,19.0,26.0,24.1,97.98,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,9,2,Wednesday,0,1,Winter
2022-01-05 10:00:00,6,3.2,-0.8,75.0,21.0,21.0,19.3,97.97,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,10,2,Wednesday,0,0,Winter
2022-01-05 11:00:00,3,3.1,-0.3,79.0,20.0,21.0,16.1,97.93,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,11,2,Wednesday,0,0,Winter
2022-01-05 12:00:00,4,3.2,0.1,80.0,21.0,23.0,19.3,97.83,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,12,2,Wednesday,0,0,Winter
2022-01-05 13:00:00,5,3.3,0.3,81.0,21.0,27.0,17.7,97.75,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,13,2,Wednesday,0,0,Winter
2022-01-05 14:00:00,5,2.8,0.9,87.0,21.0,35.0,16.1,97.7,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,14,2,Wednesday,0,0,Winter
2022-01-05 15:00:00,3,1.9,0.9,93.0,22.0,26.0,9.7,97.71,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,15,2,Wednesday,0,0,Winter
2022-01-05 16:00:00,7,2.6,-2.0,71.0,23.0,51.0,24.1,97.72,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,16,2,Wednesday,0,1,Winter
2022-01-05 17:00:00,7,1.1,-3.2,73.0,25.0,44.0,19.3,97.76,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,17,2,Wednesday,0,1,Winter
2022-01-05 18:00:00,6,0.0,-3.8,75.0,25.0,41.0,24.1,97.91,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,18,2,Wednesday,0,1,Winter
2022-01-05 19:00:00,4,-0.8,-5.1,73.0,24.0,34.0,16.1,98.05,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,19,2,Wednesday,0,0,Winter
2022-01-05 20:00:00,4,-2.0,-6.9,70.0,25.0,39.0,16.1,98.16,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,20,2,Wednesday,0,0,Winter
2022-01-05 21:00:00,1,-2.9,-8.2,67.0,26.0,34.0,16.1,98.25,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,21,2,Wednesday,0,0,Winter
2022-01-05 22:00:00,0,-3.4,-8.7,67.0,26.0,32.0,16.1,98.27,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,22,2,Wednesday,0,0,Winter
2022-01-05 23:00:00,3,-4.7,-10.6,64.0,27.0,32.0,24.1,98.35,2022-01-05,0,No Event,No Event,No Event,0,0,2022,1,5,23,2,Wednesday,0,0,Winter
2022-01-06 00:00:00,1,-5.5,-11.3,64.0,24.0,30.0,24.1,98.44,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,0,3,Thursday,0,0,Winter
2022-01-06 01:00:00,1,-5.8,-11.2,66.0,24.0,29.0,24.1,98.5,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,1,3,Thursday,0,0,Winter
2022-01-06 02:00:00,0,-6.4,-11.4,68.0,24.0,22.0,24.1,98.59,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,2,3,Thursday,0,0,Winter
2022-01-06 03:00:00,0,-6.5,-11.7,67.0,24.0,31.0,24.1,98.76,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,3,3,Thursday,0,0,Winter
2022-01-06 04:00:00,0,-6.7,-11.6,68.0,24.0,23.0,24.1,98.82,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,4,3,Thursday,0,0,Winter
2022-01-06 05:00:00,0,-7.0,-11.4,71.0,24.0,19.0,24.1,98.83,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,5,3,Thursday,0,0,Winter
2022-01-06 06:00:00,1,-7.1,-15.9,50.0,27.0,26.0,24.1,98.88,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,6,3,Thursday,0,0,Winter
2022-01-06 07:00:00,2,-3.6,-10.9,57.0,23.0,26.0,24.1,98.92,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,7,3,Thursday,0,1,Winter
2022-01-06 08:00:00,3,-6.8,-10.2,77.0,23.0,26.0,24.1,98.96,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,8,3,Thursday,0,1,Winter
2022-01-06 09:00:00,3,-6.4,-10.1,75.0,23.0,26.0,24.1,99.02,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,9,3,Thursday,0,1,Winter
2022-01-06 10:00:00,1,-3.8,-8.9,68.0,23.0,26.0,9.7,99.1,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,10,3,Thursday,0,0,Winter
2022-01-06 11:00:00,2,-1.0,-7.4,62.0,27.0,17.0,19.3,99.12,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,11,3,Thursday,0,0,Winter
2022-01-06 12:00:00,3,-3.0,-8.5,66.0,27.0,26.0,24.1,99.1,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,12,3,Thursday,0,0,Winter
2022-01-06 13:00:00,1,-2.6,-8.1,66.0,27.0,26.0,24.1,99.1,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,13,3,Thursday,0,0,Winter
2022-01-06 14:00:00,1,0.0,-7.2,58.0,27.0,26.0,24.1,99.0,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,14,3,Thursday,0,0,Winter
2022-01-06 15:00:00,4,-3.3,-8.7,66.0,23.0,23.0,24.1,99.04,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,15,3,Thursday,0,0,Winter
2022-01-06 16:00:00,2,-4.1,-9.1,68.0,24.0,27.0,24.1,99.12,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,16,3,Thursday,0,1,Winter
2022-01-06 17:00:00,9,-4.9,-9.8,69.0,24.0,20.0,24.1,99.13,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,17,3,Thursday,0,1,Winter
2022-01-06 18:00:00,5,-5.6,-9.9,72.0,24.0,18.0,24.1,99.09,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,18,3,Thursday,0,1,Winter
2022-01-06 19:00:00,3,-5.8,-9.5,75.0,24.0,17.0,24.1,99.1,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,19,3,Thursday,0,0,Winter
2022-01-06 20:00:00,3,-6.1,-9.7,76.0,25.0,17.0,24.1,99.09,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,20,3,Thursday,0,0,Winter
2022-01-06 21:00:00,2,-5.4,-9.2,75.0,25.0,18.0,24.1,99.11,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,21,3,Thursday,0,0,Winter
2022-01-06 22:00:00,1,-5.3,-8.7,77.0,25.0,20.0,24.1,99.07,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,22,3,Thursday,0,0,Winter
2022-01-06 23:00:00,2,-5.6,-8.5,80.0,25.0,15.0,24.1,99.07,2022-01-06,0,No Event,No Event,No Event,0,0,2022,1,6,23,3,Thursday,0,0,Winter
2022-01-07 00:00:00,0,-5.6,-8.5,80.0,27.0,11.0,16.1,99.06,2022-01-07,0,No Event,No Event,No Event,0,0,2022,1,7,0,4,Friday,0,0,Winter
2022-01-07 01:00:00,0,-5.4,-8.3,80.0,27.0,16.0,9.7,99.02,2022-01-07,0,No Event,No Event,No Event,0,0,2022,1,7,1,4,Friday,0,0,Winter
