longitude,latitude,station_name,date_time_lst,year,month,day,time_lst,temp_°c,dew_point_temp_°c,rel_hum_%,wind_dir_10s_deg,wind_spd_km_h,visibility_km,stn_press_kpa,weather
-79.63,43.68,TORONTO INTL A,2021-01-01 00:00:00,2021,1,1,00:00,-2.4,-6.4,74.0,27.0,3.0,24.1,100.93,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-01 01:00:00,2021,1,1,01:00,-1.9,-6.2,72.0,15.0,3.0,24.1,100.93,Clear
-79.63,43.68,TORONTO INTL A,2021-01-01 02:00:00,2021,1,1,02:00,-2.3,-6.2,75.0,18.0,5.0,24.1,100.95,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-01 03:00:00,2021,1,1,03:00,-3.5,-6.1,82.0,26.0,4.0,24.1,101.03,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-01 04:00:00,2021,1,1,04:00,-3.2,-5.7,83.0,26.0,5.0,24.1,101.02,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-01 05:00:00,2021,1,1,05:00,-2.5,-5.5,80.0,2.0,10.0,24.1,100.89,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-01 07:00:00,2021,1,1,07:00,-2.2,-4.5,84.0,3.0,3.0,24.1,100.93,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-01 09:00:00,2021,1,1,09:00,-0.3,-4.2,75.0,6.0,8.0,24.1,100.93,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-01 10:00:00,2021,1,1,10:00,0.4,-4.5,70.0,8.0,11.0,24.1,100.82,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-01 11:00:00,2021,1,1,11:00,0.8,-4.9,66.0,11.0,18.0,24.1,100.74,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-01 12:00:00,2021,1,1,12:00,1.2,-4.5,66.0,11.0,16.0,24.1,100.55,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-01 13:00:00,2021,1,1,13:00,1.4,-4.9,63.0,11.0,22.0,24.1,100.42,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-01 14:00:00,2021,1,1,14:00,1.4,-4.4,65.0,9.0,20.0,24.1,100.17,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-01 15:00:00,2021,1,1,15:00,1.5,-3.9,67.0,11.0,27.0,24.1,100.1,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-01 16:00:00,2021,1,1,16:00,1.5,-3.3,70.0,12.0,28.0,24.1,100.05,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-01 17:00:00,2021,1,1,17:00,1.5,-3.4,70.0,10.0,23.0,16.1,99.93,Snow
-79.63,43.68,TORONTO INTL A,2021-01-01 18:00:00,2021,1,1,18:00,-0.1,-0.7,95.0,11.0,12.0,2.4,99.75,Snow
-79.63,43.68,TORONTO INTL A,2021-01-01 19:00:00,2021,1,1,19:00,-0.1,-0.7,96.0,10.0,21.0,2.8,99.58,Snow
-79.63,43.68,TORONTO INTL A,2021-01-01 20:00:00,2021,1,1,20:00,0.0,-0.5,96.0,10.0,22.0,3.2,99.4,Snow
-79.63,43.68,TORONTO INTL A,2021-01-01 21:00:00,2021,1,1,21:00,0.3,-0.2,96.0,10.0,21.0,6.4,99.28,"Freezing Drizzle,Fog"
-79.63,43.68,TORONTO INTL A,2021-01-01 22:00:00,2021,1,1,22:00,0.6,0.2,98.0,8.0,22.0,4.8,99.04,"Drizzle,Fog"
-79.63,43.68,TORONTO INTL A,2021-01-01 23:00:00,2021,1,1,23:00,0.8,0.5,98.0,7.0,23.0,4.8,98.86,"Drizzle,Fog"
-79.63,43.68,TORONTO INTL A,2021-01-02 00:00:00,2021,1,2,00:00,1.1,0.8,98.0,8.0,19.0,4.8,98.68,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,2021-01-02 01:00:00,2021,1,2,01:00,1.0,0.6,98.0,3.0,15.0,6.4,98.6,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,2021-01-02 02:00:00,2021,1,2,02:00,0.7,0.4,98.0,4.0,10.0,8.1,98.52,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,2021-01-02 03:00:00,2021,1,2,03:00,0.5,0.1,98.0,36.0,13.0,8.1,98.49,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,2021-01-02 04:00:00,2021,1,2,04:00,-0.4,-0.8,98.0,34.0,22.0,1.6,98.58,Snow
-79.63,43.68,TORONTO INTL A,2021-01-02 05:00:00,2021,1,2,05:00,-1.0,-1.6,96.0,35.0,26.0,2.4,98.67,Snow
-79.63,43.68,TORONTO INTL A,2021-01-02 06:00:00,2021,1,2,06:00,-1.1,-2.2,92.0,34.0,25.0,19.3,98.83,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-02 07:00:00,2021,1,2,07:00,-1.6,-3.1,89.0,33.0,24.0,24.1,99.06,Mainly Clear
-79.63,43.68,TORONTO INTL A,2021-01-02 08:00:00,2021,1,2,08:00,-2.1,-3.5,90.0,32.0,17.0,24.1,99.23,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-02 09:00:00,2021,1,2,09:00,-1.0,-2.7,89.0,31.0,16.0,24.1,99.38,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-02 10:00:00,2021,1,2,10:00,-0.3,-2.0,89.0,32.0,18.0,24.1,99.54,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-02 11:00:00,2021,1,2,11:00,0.6,-1.6,85.0,30.0,21.0,24.1,99.58,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-02 12:00:00,2021,1,2,12:00,1.0,-1.5,83.0,32.0,19.0,24.1,99.59,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-02 13:00:00,2021,1,2,13:00,1.1,-1.2,85.0,29.0,16.0,24.1,99.62,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-02 14:00:00,2021,1,2,14:00,0.9,-1.3,85.0,32.0,16.0,24.1,99.65,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-02 15:00:00,2021,1,2,15:00,0.9,-2.1,80.0,32.0,16.0,24.1,99.74,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-02 16:00:00,2021,1,2,16:00,1.1,-2.0,80.0,32.0,10.0,24.1,99.84,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-02 17:00:00,2021,1,2,17:00,1.0,-3.0,75.0,32.0,9.0,24.1,99.84,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-02 18:00:00,2021,1,2,18:00,0.6,-2.9,77.0,24.0,5.0,24.1,99.89,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-02 19:00:00,2021,1,2,19:00,1.0,-2.7,76.0,18.0,7.0,24.1,99.92,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-02 20:00:00,2021,1,2,20:00,0.8,-2.5,78.0,17.0,3.0,24.1,99.94,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-02 21:00:00,2021,1,2,21:00,0.7,-3.8,72.0,12.0,5.0,24.1,99.9,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-02 22:00:00,2021,1,2,22:00,0.4,-3.6,75.0,10.0,4.0,24.1,99.85,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-02 23:00:00,2021,1,2,23:00,0.5,-2.9,78.0,11.0,4.0,24.1,99.79,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-03 00:00:00,2021,1,3,00:00,0.4,-1.9,84.0,18.0,7.0,24.1,99.76,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-03 01:00:00,2021,1,3,01:00,0.2,-1.4,89.0,18.0,7.0,24.1,99.74,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-03 02:00:00,2021,1,3,02:00,0.1,-1.4,90.0,16.0,8.0,24.1,99.71,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-03 03:00:00,2021,1,3,03:00,0.0,-1.3,90.0,13.0,7.0,24.1,99.71,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-03 04:00:00,2021,1,3,04:00,-0.2,-2.0,88.0,7.0,13.0,24.1,99.56,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-03 05:00:00,2021,1,3,05:00,-0.6,-2.4,88.0,6.0,10.0,24.1,99.53,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-03 06:00:00,2021,1,3,06:00,-0.8,-2.6,87.0,6.0,12.0,24.1,99.54,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-03 07:00:00,2021,1,3,07:00,-0.5,-2.2,88.0,7.0,7.0,24.1,99.48,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-03 08:00:00,2021,1,3,08:00,0.5,-1.5,86.0,10.0,16.0,24.1,99.38,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-03 09:00:00,2021,1,3,09:00,0.8,-1.5,85.0,10.0,13.0,24.1,99.37,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-03 10:00:00,2021,1,3,10:00,1.1,-1.4,84.0,10.0,13.0,9.7,99.33,Snow
-79.63,43.68,TORONTO INTL A,2021-01-03 11:00:00,2021,1,3,11:00,0.4,-0.2,96.0,6.0,7.0,1.6,99.25,Snow
-79.63,43.68,TORONTO INTL A,2021-01-03 12:00:00,2021,1,3,12:00,0.5,0.0,97.0,15.0,6.0,1.6,99.17,Snow
-79.63,43.68,TORONTO INTL A,2021-01-03 13:00:00,2021,1,3,13:00,0.6,0.1,97.0,36.0,3.0,6.4,99.1,"Snow,Fog"
-79.63,43.68,TORONTO INTL A,2021-01-03 14:00:00,2021,1,3,14:00,0.5,0.1,98.0,31.0,7.0,4.0,99.11,"Drizzle,Fog"
-79.63,43.68,TORONTO INTL A,2021-01-03 15:00:00,2021,1,3,15:00,0.9,0.0,93.0,34.0,13.0,8.1,99.16,Fog
-79.63,43.68,TORONTO INTL A,2021-01-03 16:00:00,2021,1,3,16:00,0.2,-1.1,91.0,35.0,15.0,9.7,99.22,Fog
-79.63,43.68,TORONTO INTL A,2021-01-03 17:00:00,2021,1,3,17:00,0.1,-1.2,91.0,33.0,14.0,12.9,99.29,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-03 18:00:00,2021,1,3,18:00,0.0,-1.2,91.0,34.0,18.0,6.4,99.31,Snow
-79.63,43.68,TORONTO INTL A,2021-01-03 19:00:00,2021,1,3,19:00,-0.1,-1.1,93.0,36.0,14.0,24.1,99.32,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-03 20:00:00,2021,1,3,20:00,0.0,-1.1,92.0,31.0,9.0,24.1,99.41,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-03 21:00:00,2021,1,3,21:00,-0.2,-1.1,93.0,31.0,7.0,24.1,99.42,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-03 22:00:00,2021,1,3,22:00,-0.1,-1.4,91.0,30.0,7.0,24.1,99.45,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-03 23:00:00,2021,1,3,23:00,-0.1,-1.3,92.0,33.0,12.0,24.1,99.45,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-04 00:00:00,2021,1,4,00:00,-0.2,-1.4,92.0,34.0,12.0,24.1,99.45,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-04 01:00:00,2021,1,4,01:00,-0.1,-1.6,89.0,36.0,13.0,24.1,99.42,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-04 02:00:00,2021,1,4,02:00,-0.1,-1.9,87.0,34.0,13.0,24.1,99.48,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-04 03:00:00,2021,1,4,03:00,-0.1,-1.8,88.0,34.0,10.0,24.1,99.51,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-04 05:00:00,2021,1,4,05:00,-0.5,-1.9,90.0,3.0,7.0,24.1,99.54,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-04 06:00:00,2021,1,4,06:00,-0.4,-1.8,90.0,36.0,6.0,24.1,99.57,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-04 07:00:00,2021,1,4,07:00,-0.5,-1.9,90.0,29.0,6.0,19.3,99.63,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-04 08:00:00,2021,1,4,08:00,-0.8,-2.2,90.0,26.0,6.0,19.3,99.68,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-04 09:00:00,2021,1,4,09:00,-0.6,-2.5,87.0,36.0,4.0,12.9,99.7,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-04 11:00:00,2021,1,4,11:00,-0.2,-1.7,90.0,26.0,8.0,16.1,99.66,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-04 12:00:00,2021,1,4,12:00,0.0,-1.8,88.0,27.0,10.0,16.1,99.56,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-04 13:00:00,2021,1,4,13:00,0.2,-1.6,88.0,24.0,9.0,19.3,99.47,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-04 14:00:00,2021,1,4,14:00,0.4,-1.5,87.0,27.0,6.0,19.3,99.42,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-04 17:00:00,2021,1,4,17:00,0.7,-1.0,88.0,14.0,8.0,19.3,99.46,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-04 18:00:00,2021,1,4,18:00,0.8,-0.9,89.0,14.0,9.0,19.3,99.47,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-04 19:00:00,2021,1,4,19:00,0.8,-0.9,88.0,16.0,6.0,19.3,99.47,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-04 20:00:00,2021,1,4,20:00,0.9,-0.7,89.0,13.0,8.0,19.3,99.42,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-04 21:00:00,2021,1,4,21:00,1.0,-0.6,89.0,13.0,4.0,19.3,99.38,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-04 22:00:00,2021,1,4,22:00,1.1,-0.4,90.0,17.0,6.0,19.3,99.36,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-04 23:00:00,2021,1,4,23:00,1.0,-0.2,91.0,10.0,7.0,19.3,99.31,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-05 00:00:00,2021,1,5,00:00,0.6,-0.6,91.0,13.0,7.0,24.1,99.28,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-05 01:00:00,2021,1,5,01:00,0.5,-0.9,90.0,13.0,8.0,24.1,99.29,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-05 02:00:00,2021,1,5,02:00,0.5,-0.8,91.0,9.0,7.0,24.1,99.31,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-05 03:00:00,2021,1,5,03:00,0.4,-0.8,91.0,7.0,7.0,24.1,99.29,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-05 04:00:00,2021,1,5,04:00,0.5,-0.7,91.0,7.0,8.0,19.3,99.25,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-05 05:00:00,2021,1,5,05:00,0.4,-0.8,92.0,4.0,5.0,19.3,99.29,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-05 06:00:00,2021,1,5,06:00,0.3,-0.7,93.0,5.0,7.0,16.1,99.3,Snow
-79.63,43.68,TORONTO INTL A,2021-01-05 07:00:00,2021,1,5,07:00,0.5,-0.5,93.0,7.0,8.0,16.1,99.32,Snow
-79.63,43.68,TORONTO INTL A,2021-01-05 08:00:00,2021,1,5,08:00,0.6,-0.4,93.0,9.0,8.0,12.9,99.37,Snow
-79.63,43.68,TORONTO INTL A,2021-01-05 09:00:00,2021,1,5,09:00,0.5,-0.4,94.0,6.0,7.0,8.1,99.42,Fog
-79.63,43.68,TORONTO INTL A,2021-01-05 10:00:00,2021,1,5,10:00,0.4,-0.6,93.0,6.0,7.0,4.8,99.44,Fog
-79.63,43.68,TORONTO INTL A,2021-01-05 11:00:00,2021,1,5,11:00,0.6,-0.4,93.0,9.0,7.0,4.8,99.42,"Snow,Fog"
-79.63,43.68,TORONTO INTL A,2021-01-05 12:00:00,2021,1,5,12:00,0.7,-0.6,91.0,6.0,8.0,6.4,99.39,"Snow,Fog"
-79.63,43.68,TORONTO INTL A,2021-01-05 13:00:00,2021,1,5,13:00,0.8,-0.4,92.0,3.0,7.0,6.4,99.35,"Snow,Fog"
-79.63,43.68,TORONTO INTL A,2021-01-05 14:00:00,2021,1,5,14:00,0.9,-0.9,88.0,4.0,7.0,8.1,99.4,"Snow,Fog"
-79.63,43.68,TORONTO INTL A,2021-01-05 15:00:00,2021,1,5,15:00,0.9,-0.9,88.0,4.0,8.0,9.7,99.46,"Snow,Fog"
-79.63,43.68,TORONTO INTL A,2021-01-05 16:00:00,2021,1,5,16:00,0.8,-1.0,88.0,5.0,7.0,9.7,99.56,"Snow,Fog"
-79.63,43.68,TORONTO INTL A,2021-01-05 17:00:00,2021,1,5,17:00,0.8,-1.2,87.0,5.0,6.0,9.7,99.63,"Snow,Fog"
-79.63,43.68,TORONTO INTL A,2021-01-05 18:00:00,2021,1,5,18:00,0.6,-0.9,90.0,3.0,8.0,16.1,99.69,Snow
-79.63,43.68,TORONTO INTL A,2021-01-05 19:00:00,2021,1,5,19:00,0.4,-1.1,90.0,1.0,9.0,16.1,99.75,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-05 20:00:00,2021,1,5,20:00,0.3,-1.4,89.0,2.0,9.0,19.3,99.78,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-05 21:00:00,2021,1,5,21:00,0.1,-1.8,88.0,36.0,13.0,24.1,99.82,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-05 22:00:00,2021,1,5,22:00,0.3,-2.6,81.0,34.0,10.0,24.1,99.85,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-05 23:00:00,2021,1,5,23:00,0.2,-1.9,86.0,32.0,10.0,24.1,99.86,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-06 00:00:00,2021,1,6,00:00,0.4,-2.4,82.0,34.0,9.0,24.1,99.87,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-06 01:00:00,2021,1,6,01:00,0.1,-2.2,85.0,33.0,18.0,24.1,99.93,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-06 02:00:00,2021,1,6,02:00,0.0,-2.5,83.0,33.0,19.0,24.1,99.97,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-06 03:00:00,2021,1,6,03:00,0.0,-2.7,82.0,32.0,18.0,24.1,100.02,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-06 04:00:00,2021,1,6,04:00,0.0,-3.4,78.0,34.0,13.0,24.1,100.03,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-06 05:00:00,2021,1,6,05:00,-0.1,-3.6,77.0,34.0,14.0,24.1,100.05,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-06 06:00:00,2021,1,6,06:00,-1.0,-3.3,84.0,34.0,16.0,19.3,100.07,Snow
-79.63,43.68,TORONTO INTL A,2021-01-06 07:00:00,2021,1,6,07:00,-1.1,-4.2,80.0,33.0,22.0,24.1,100.16,Snow
-79.63,43.68,TORONTO INTL A,2021-01-06 08:00:00,2021,1,6,08:00,-1.1,-4.6,77.0,34.0,18.0,24.1,100.2,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-06 09:00:00,2021,1,6,09:00,-0.9,-4.9,74.0,34.0,17.0,24.1,100.28,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-06 10:00:00,2021,1,6,10:00,-0.8,-4.2,77.0,33.0,15.0,24.1,100.29,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-06 11:00:00,2021,1,6,11:00,0.2,-3.3,78.0,34.0,23.0,24.1,100.26,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-06 12:00:00,2021,1,6,12:00,0.9,-3.1,74.0,33.0,24.0,24.1,100.19,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-06 13:00:00,2021,1,6,13:00,1.1,-3.5,71.0,34.0,27.0,24.1,100.16,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-06 14:00:00,2021,1,6,14:00,1.6,-3.3,70.0,35.0,23.0,24.1,100.17,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-06 15:00:00,2021,1,6,15:00,1.5,-3.9,67.0,35.0,33.0,24.1,100.22,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-06 16:00:00,2021,1,6,16:00,1.4,-3.4,70.0,34.0,25.0,24.1,100.29,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-06 17:00:00,2021,1,6,17:00,1.0,-3.6,72.0,35.0,22.0,24.1,100.32,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-06 18:00:00,2021,1,6,18:00,0.8,-3.6,72.0,34.0,17.0,24.1,100.36,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-06 19:00:00,2021,1,6,19:00,0.8,-3.8,71.0,35.0,20.0,24.1,100.41,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-06 20:00:00,2021,1,6,20:00,0.8,-3.7,72.0,34.0,18.0,24.1,100.44,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-06 21:00:00,2021,1,6,21:00,0.5,-3.8,73.0,36.0,20.0,24.1,100.44,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-06 22:00:00,2021,1,6,22:00,0.4,-4.5,69.0,1.0,21.0,24.1,100.43,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-06 23:00:00,2021,1,6,23:00,0.0,-3.7,76.0,33.0,14.0,24.1,100.42,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-07 00:00:00,2021,1,7,00:00,0.0,-4.4,72.0,35.0,23.0,24.1,100.41,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-07 01:00:00,2021,1,7,01:00,-0.4,-4.8,72.0,34.0,20.0,24.1,100.41,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-07 02:00:00,2021,1,7,02:00,-1.0,-4.9,75.0,34.0,18.0,24.1,100.45,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-07 03:00:00,2021,1,7,03:00,-1.4,-5.0,77.0,33.0,22.0,24.1,100.5,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-07 04:00:00,2021,1,7,04:00,-2.0,-6.0,74.0,34.0,25.0,24.1,100.51,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-07 05:00:00,2021,1,7,05:00,-2.5,-6.7,73.0,34.0,22.0,24.1,100.54,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-07 06:00:00,2021,1,7,06:00,-2.7,-6.2,77.0,35.0,17.0,24.1,100.58,Snow
-79.63,43.68,TORONTO INTL A,2021-01-07 07:00:00,2021,1,7,07:00,-2.9,-6.0,79.0,36.0,22.0,24.1,100.58,Snow
-79.63,43.68,TORONTO INTL A,2021-01-07 08:00:00,2021,1,7,08:00,-2.9,-6.0,79.0,1.0,19.0,24.1,100.6,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-07 09:00:00,2021,1,7,09:00,-2.7,-6.0,78.0,1.0,19.0,24.1,100.64,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-07 10:00:00,2021,1,7,10:00,-2.8,-6.5,76.0,35.0,18.0,24.1,100.66,Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-07 11:00:00,2021,1,7,11:00,-2.9,-6.6,75.0,33.0,19.0,24.1,100.61,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-07 12:00:00,2021,1,7,12:00,-2.8,-7.2,71.0,33.0,15.0,24.1,100.54,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-07 13:00:00,2021,1,7,13:00,-1.6,-7.3,65.0,35.0,14.0,24.1,100.45,Clear
-79.63,43.68,TORONTO INTL A,2021-01-07 14:00:00,2021,1,7,14:00,-0.9,-7.3,62.0,36.0,14.0,24.1,100.43,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-07 15:00:00,2021,1,7,15:00,-0.8,-8.1,58.0,35.0,13.0,24.1,100.45,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-07 16:00:00,2021,1,7,16:00,-0.8,-8.1,58.0,1.0,11.0,24.1,100.48,Clear
-79.63,43.68,TORONTO INTL A,2021-01-07 17:00:00,2021,1,7,17:00,-1.9,-7.6,65.0,1.0,21.0,24.1,100.48,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-07 18:00:00,2021,1,7,18:00,-2.7,-6.9,73.0,36.0,16.0,24.1,100.49,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-07 19:00:00,2021,1,7,19:00,-3.3,-6.8,77.0,35.0,14.0,24.1,100.5,Clear
-79.63,43.68,TORONTO INTL A,2021-01-07 20:00:00,2021,1,7,20:00,-3.9,-7.0,79.0,36.0,14.0,24.1,100.48,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-07 21:00:00,2021,1,7,21:00,-4.4,-7.6,79.0,36.0,10.0,24.1,100.5,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-07 22:00:00,2021,1,7,22:00,-4.5,-8.5,73.0,36.0,11.0,24.1,100.46,Clear
-79.63,43.68,TORONTO INTL A,2021-01-07 23:00:00,2021,1,7,23:00,-5.2,-9.1,74.0,36.0,15.0,24.1,100.41,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-08 00:00:00,2021,1,8,00:00,-6.3,-10.1,75.0,36.0,18.0,24.1,100.34,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-08 01:00:00,2021,1,8,01:00,-7.0,-10.4,77.0,36.0,14.0,24.1,100.33,Clear
-79.63,43.68,TORONTO INTL A,2021-01-08 02:00:00,2021,1,8,02:00,-7.6,-10.9,77.0,34.0,18.0,24.1,100.32,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-08 03:00:00,2021,1,8,03:00,-8.4,-11.5,79.0,34.0,16.0,24.1,100.33,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-08 04:00:00,2021,1,8,04:00,-8.7,-11.6,80.0,34.0,17.0,24.1,100.31,Clear
-79.63,43.68,TORONTO INTL A,2021-01-08 05:00:00,2021,1,8,05:00,-9.0,-10.9,86.0,36.0,17.0,24.1,100.28,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-08 06:00:00,2021,1,8,06:00,-9.1,-10.5,89.0,34.0,16.0,24.1,100.26,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-08 07:00:00,2021,1,8,07:00,-9.1,-10.5,90.0,34.0,20.0,19.3,100.24,Snow
-79.63,43.68,TORONTO INTL A,2021-01-08 08:00:00,2021,1,8,08:00,-9.1,-10.6,89.0,36.0,17.0,24.1,100.27,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-08 09:00:00,2021,1,8,09:00,-9.2,-10.8,88.0,2.0,21.0,24.1,100.26,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-08 10:00:00,2021,1,8,10:00,-8.8,-11.3,82.0,36.0,17.0,24.1,100.23,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-01-08 11:00:00,2021,1,8,11:00,-6.9,-10.6,75.0,35.0,13.0,24.1,100.18,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-08 12:00:00,2021,1,8,12:00,-5.7,-10.4,70.0,1.0,13.0,24.1,100.1,Unknown
-79.63,43.68,TORONTO INTL A,2021-01-08 13:00:00,2021,1,8,13:00,-4.9,-10.5,65.0,1.0,8.0,24.1,100.03,Clear
-79.63,43.68,TORONTO INTL A,2021-01-08 14:00:00,2021,1,8,14:00,-4.3,-10.9,60.0,34.0,13.0,24.1,99.98,Unknown
