longitude,latitude,station_name,date_time_lst,year,month,day,time_lst,temp_°c,dew_point_temp_°c,rel_hum_%,wind_dir_10s_deg,wind_spd_km_h,visibility_km,stn_press_kpa,weather
-79.63,43.68,TORONTO INTL A,2021-11-15 04:00:00,2021,11,15,04:00,1.3,0.5,94.0,30.0,13.0,24.1,98.43,Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-15 05:00:00,2021,11,15,05:00,1.6,0.8,95.0,29.0,13.0,24.1,98.5,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-15 06:00:00,2021,11,15,06:00,1.7,1.2,96.0,28.0,14.0,24.1,98.57,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-15 07:00:00,2021,11,15,07:00,2.5,1.0,90.0,32.0,20.0,24.1,98.7,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-15 08:00:00,2021,11,15,08:00,2.2,0.5,88.0,30.0,17.0,24.1,98.83,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-15 09:00:00,2021,11,15,09:00,3.1,-0.2,79.0,31.0,23.0,24.1,98.9,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-15 10:00:00,2021,11,15,10:00,3.9,0.2,76.0,30.0,20.0,24.1,98.98,Mainly Clear
-79.63,43.68,TORONTO INTL A,2021-11-15 11:00:00,2021,11,15,11:00,3.8,-0.1,75.0,34.0,10.0,24.1,99.07,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-15 12:00:00,2021,11,15,12:00,3.9,-3.2,60.0,29.0,31.0,24.1,99.06,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-15 13:00:00,2021,11,15,13:00,5.0,-3.0,56.0,29.0,28.0,24.1,99.08,Mainly Clear
-79.63,43.68,TORONTO INTL A,2021-11-15 14:00:00,2021,11,15,14:00,5.5,-2.2,58.0,27.0,30.0,24.1,99.13,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-15 15:00:00,2021,11,15,15:00,4.2,-3.3,58.0,27.0,30.0,24.1,99.17,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-15 16:00:00,2021,11,15,16:00,4.1,-2.7,61.0,28.0,28.0,24.1,99.25,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-15 17:00:00,2021,11,15,17:00,2.5,-0.5,81.0,26.0,17.0,24.1,99.31,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-15 18:00:00,2021,11,15,18:00,1.7,-0.3,87.0,26.0,17.0,24.1,99.36,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-15 19:00:00,2021,11,15,19:00,1.5,-0.3,87.0,27.0,17.0,24.1,99.4,Mainly Clear
-79.63,43.68,TORONTO INTL A,2021-11-15 20:00:00,2021,11,15,20:00,0.8,-0.6,90.0,27.0,11.0,24.1,99.43,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-15 21:00:00,2021,11,15,21:00,1.1,-0.9,87.0,31.0,9.0,24.1,99.48,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-15 22:00:00,2021,11,15,22:00,0.1,-1.4,90.0,27.0,11.0,24.1,99.51,Mainly Clear
-79.63,43.68,TORONTO INTL A,2021-11-15 23:00:00,2021,11,15,23:00,0.9,-0.5,90.0,26.0,13.0,24.1,99.52,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-16 00:00:00,2021,11,16,00:00,1.6,-0.3,87.0,26.0,13.0,24.1,99.53,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-16 01:00:00,2021,11,16,01:00,1.5,0.2,91.0,26.0,11.0,24.1,99.51,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-16 02:00:00,2021,11,16,02:00,1.8,0.7,92.0,26.0,12.0,24.1,99.55,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-16 03:00:00,2021,11,16,03:00,1.2,0.1,92.0,27.0,19.0,24.1,99.55,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-16 04:00:00,2021,11,16,04:00,1.2,-0.3,89.0,28.0,24.0,24.1,99.55,Mainly Clear
-79.63,43.68,TORONTO INTL A,2021-11-16 05:00:00,2021,11,16,05:00,0.7,-0.4,92.0,27.0,13.0,24.1,99.6,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-16 06:00:00,2021,11,16,06:00,0.2,-0.5,95.0,25.0,14.0,24.1,99.66,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-16 07:00:00,2021,11,16,07:00,-0.5,-1.1,96.0,26.0,12.0,24.1,99.69,Clear
-79.63,43.68,TORONTO INTL A,2021-11-16 08:00:00,2021,11,16,08:00,1.2,0.0,91.0,25.0,16.0,24.1,99.75,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-16 09:00:00,2021,11,16,09:00,3.3,-0.2,78.0,25.0,24.0,24.1,99.79,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-16 10:00:00,2021,11,16,10:00,4.6,-0.1,72.0,27.0,26.0,24.1,99.85,Mainly Clear
-79.63,43.68,TORONTO INTL A,2021-11-16 11:00:00,2021,11,16,11:00,4.8,-0.4,69.0,27.0,33.0,24.1,99.89,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-16 12:00:00,2021,11,16,12:00,5.3,-0.4,67.0,27.0,23.0,24.1,99.86,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-16 13:00:00,2021,11,16,13:00,5.2,-1.4,63.0,29.0,24.0,24.1,99.88,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-16 14:00:00,2021,11,16,14:00,5.5,-1.2,62.0,25.0,19.0,24.1,99.86,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-16 15:00:00,2021,11,16,15:00,5.0,-2.0,61.0,26.0,19.0,24.1,99.9,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-16 16:00:00,2021,11,16,16:00,4.7,-3.4,56.0,26.0,20.0,24.1,99.94,Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-16 17:00:00,2021,11,16,17:00,4.3,-3.1,59.0,26.0,16.0,24.1,100.0,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-16 18:00:00,2021,11,16,18:00,3.6,-2.4,65.0,28.0,11.0,24.1,100.02,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-16 19:00:00,2021,11,16,19:00,2.9,-3.9,61.0,36.0,5.0,24.1,100.04,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-16 20:00:00,2021,11,16,20:00,3.1,-3.4,62.0,7.0,4.0,24.1,100.04,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-16 21:00:00,2021,11,16,21:00,3.1,-2.8,65.0,8.0,5.0,24.1,100.02,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-16 22:00:00,2021,11,16,22:00,3.1,-3.4,62.0,7.0,5.0,24.1,100.05,Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-16 23:00:00,2021,11,16,23:00,2.8,-3.4,64.0,12.0,7.0,24.1,100.0,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-17 00:00:00,2021,11,17,00:00,2.3,-2.9,68.0,9.0,6.0,24.1,100.05,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-17 01:00:00,2021,11,17,01:00,2.5,-2.6,69.0,9.0,10.0,24.1,99.99,Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-17 02:00:00,2021,11,17,02:00,2.4,-2.0,73.0,9.0,12.0,24.1,99.95,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-17 03:00:00,2021,11,17,03:00,2.8,-1.0,76.0,9.0,9.0,24.1,99.9,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-17 04:00:00,2021,11,17,04:00,3.6,0.6,81.0,12.0,7.0,24.1,99.8,Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-17 05:00:00,2021,11,17,05:00,4.5,1.5,81.0,13.0,9.0,24.1,99.82,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-17 06:00:00,2021,11,17,06:00,4.7,1.7,81.0,14.0,15.0,24.1,99.67,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-17 07:00:00,2021,11,17,07:00,5.2,2.0,80.0,12.0,18.0,24.1,99.53,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-17 08:00:00,2021,11,17,08:00,6.0,2.7,80.0,14.0,17.0,24.1,99.46,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-17 09:00:00,2021,11,17,09:00,6.4,2.8,78.0,12.0,14.0,24.1,99.42,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-17 10:00:00,2021,11,17,10:00,6.8,3.0,77.0,12.0,13.0,24.1,99.33,Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-17 11:00:00,2021,11,17,11:00,7.5,3.0,73.0,12.0,10.0,24.1,99.29,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-17 12:00:00,2021,11,17,12:00,8.2,4.0,75.0,12.0,12.0,24.1,99.15,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-17 13:00:00,2021,11,17,13:00,8.1,5.6,84.0,12.0,10.0,16.1,99.05,Drizzle
-79.63,43.68,TORONTO INTL A,2021-11-17 14:00:00,2021,11,17,14:00,9.2,7.5,89.0,10.0,11.0,19.3,98.98,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-17 15:00:00,2021,11,17,15:00,10.0,9.6,97.0,11.0,7.0,9.7,98.95,"Drizzle,Fog"
-79.63,43.68,TORONTO INTL A,2021-11-17 16:00:00,2021,11,17,16:00,10.2,9.7,97.0,12.0,6.0,12.9,98.95,Drizzle
-79.63,43.68,TORONTO INTL A,2021-11-17 17:00:00,2021,11,17,17:00,11.0,10.9,99.0,15.0,13.0,16.1,98.93,Rain
-79.63,43.68,TORONTO INTL A,2021-11-17 18:00:00,2021,11,17,18:00,13.1,11.7,91.0,17.0,11.0,19.3,98.93,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-17 19:00:00,2021,11,17,19:00,15.6,13.1,85.0,21.0,29.0,24.1,98.9,Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-17 20:00:00,2021,11,17,20:00,16.4,12.7,79.0,22.0,27.0,24.1,98.86,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-17 21:00:00,2021,11,17,21:00,16.8,12.7,77.0,22.0,31.0,24.1,98.8,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-17 22:00:00,2021,11,17,22:00,16.8,12.6,76.0,22.0,35.0,24.1,98.79,Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-17 23:00:00,2021,11,17,23:00,16.6,12.7,78.0,22.0,33.0,24.1,98.75,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-18 00:00:00,2021,11,18,00:00,15.2,13.9,92.0,22.0,29.0,19.3,98.73,Rain
-79.63,43.68,TORONTO INTL A,2021-11-18 01:00:00,2021,11,18,01:00,15.1,14.1,94.0,23.0,27.0,24.1,98.73,Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-18 02:00:00,2021,11,18,02:00,13.3,12.1,92.0,26.0,26.0,24.1,98.79,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-18 03:00:00,2021,11,18,03:00,11.7,9.9,89.0,28.0,19.0,24.1,98.85,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-18 04:00:00,2021,11,18,04:00,10.3,8.9,91.0,26.0,20.0,24.1,98.88,Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-18 05:00:00,2021,11,18,05:00,9.2,6.6,83.0,28.0,18.0,24.1,99.0,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-18 06:00:00,2021,11,18,06:00,8.5,4.9,78.0,29.0,19.0,24.1,99.0,Rain
-79.63,43.68,TORONTO INTL A,2021-11-18 07:00:00,2021,11,18,07:00,8.0,4.1,76.0,27.0,23.0,24.1,99.08,Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-18 08:00:00,2021,11,18,08:00,7.5,3.3,74.0,26.0,20.0,24.1,99.11,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-18 09:00:00,2021,11,18,09:00,7.1,1.8,69.0,27.0,31.0,24.1,99.23,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-18 10:00:00,2021,11,18,10:00,7.0,1.6,68.0,28.0,24.0,24.1,99.21,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-18 11:00:00,2021,11,18,11:00,6.7,0.4,64.0,27.0,38.0,24.1,99.24,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-18 12:00:00,2021,11,18,12:00,6.3,-0.5,62.0,27.0,27.0,24.1,99.24,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-18 13:00:00,2021,11,18,13:00,5.9,-2.1,56.0,27.0,34.0,24.1,99.23,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-18 14:00:00,2021,11,18,14:00,5.7,-2.8,54.0,28.0,33.0,24.1,99.27,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-18 15:00:00,2021,11,18,15:00,5.6,-2.5,56.0,26.0,34.0,24.1,99.28,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-18 16:00:00,2021,11,18,16:00,5.1,-2.6,57.0,26.0,30.0,24.1,99.34,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-18 17:00:00,2021,11,18,17:00,4.9,-2.5,59.0,25.0,25.0,24.1,99.38,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-18 18:00:00,2021,11,18,18:00,4.6,-3.0,58.0,26.0,26.0,24.1,99.46,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-18 19:00:00,2021,11,18,19:00,4.1,-4.0,55.0,27.0,36.0,24.1,99.55,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-18 20:00:00,2021,11,18,20:00,3.0,-3.0,64.0,28.0,32.0,24.1,99.62,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-18 21:00:00,2021,11,18,21:00,2.5,-3.8,63.0,26.0,34.0,24.1,99.65,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-18 22:00:00,2021,11,18,22:00,1.1,-3.0,74.0,26.0,30.0,24.1,99.67,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-18 23:00:00,2021,11,18,23:00,1.7,-3.4,69.0,26.0,24.0,24.1,99.68,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-19 00:00:00,2021,11,19,00:00,1.6,-3.3,70.0,26.0,32.0,24.1,99.73,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-19 01:00:00,2021,11,19,01:00,1.2,-2.8,75.0,25.0,20.0,24.1,99.71,Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-19 02:00:00,2021,11,19,02:00,1.3,-2.7,75.0,26.0,31.0,24.1,99.73,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-19 03:00:00,2021,11,19,03:00,0.9,-2.1,80.0,26.0,28.0,24.1,99.79,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-19 04:00:00,2021,11,19,04:00,1.1,-2.1,79.0,27.0,25.0,24.1,99.85,Mainly Clear
-79.63,43.68,TORONTO INTL A,2021-11-19 05:00:00,2021,11,19,05:00,0.8,-2.3,80.0,27.0,24.0,24.1,99.95,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-19 06:00:00,2021,11,19,06:00,0.5,-2.6,80.0,26.0,20.0,24.1,100.04,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-19 07:00:00,2021,11,19,07:00,0.4,-2.9,79.0,28.0,20.0,24.1,100.13,Mainly Clear
-79.63,43.68,TORONTO INTL A,2021-11-19 08:00:00,2021,11,19,08:00,1.5,-2.2,76.0,28.0,23.0,24.1,100.26,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-19 09:00:00,2021,11,19,09:00,2.7,-1.7,73.0,29.0,23.0,24.1,100.36,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-19 10:00:00,2021,11,19,10:00,3.8,-1.6,68.0,29.0,30.0,24.1,100.46,Mainly Clear
-79.63,43.68,TORONTO INTL A,2021-11-19 11:00:00,2021,11,19,11:00,4.7,-4.7,51.0,31.0,35.0,24.1,100.56,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-19 12:00:00,2021,11,19,12:00,5.9,-5.8,43.0,31.0,27.0,24.1,100.6,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-19 13:00:00,2021,11,19,13:00,5.8,-6.3,41.0,29.0,27.0,24.1,100.62,Mainly Clear
-79.63,43.68,TORONTO INTL A,2021-11-19 14:00:00,2021,11,19,14:00,5.6,-7.0,40.0,31.0,30.0,24.1,100.67,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-19 15:00:00,2021,11,19,15:00,5.2,-5.7,46.0,32.0,23.0,24.1,100.72,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-19 16:00:00,2021,11,19,16:00,4.5,-4.5,52.0,27.0,21.0,24.1,100.77,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-19 17:00:00,2021,11,19,17:00,3.6,-1.6,69.0,28.0,21.0,24.1,100.81,Rain
-79.63,43.68,TORONTO INTL A,2021-11-19 18:00:00,2021,11,19,18:00,3.4,-1.7,69.0,28.0,18.0,24.1,100.87,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-19 19:00:00,2021,11,19,19:00,2.9,-1.2,75.0,25.0,16.0,24.1,100.93,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-19 20:00:00,2021,11,19,20:00,2.8,-1.0,76.0,27.0,14.0,24.1,100.97,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-19 21:00:00,2021,11,19,21:00,2.6,-0.7,79.0,25.0,14.0,24.1,100.99,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-19 22:00:00,2021,11,19,22:00,2.3,-1.4,76.0,24.0,10.0,24.1,100.99,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-19 23:00:00,2021,11,19,23:00,1.9,-2.7,71.0,23.0,12.0,24.1,100.98,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-20 00:00:00,2021,11,20,00:00,0.4,-3.6,75.0,24.0,8.0,24.1,100.99,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-20 01:00:00,2021,11,20,01:00,0.3,-3.4,76.0,25.0,7.0,24.1,100.99,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-20 02:00:00,2021,11,20,02:00,1.0,-4.0,69.0,23.0,5.0,24.1,100.96,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-20 03:00:00,2021,11,20,03:00,1.3,-4.0,68.0,20.0,4.0,24.1,100.98,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-20 04:00:00,2021,11,20,04:00,1.4,-4.1,67.0,16.0,5.0,24.1,100.91,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-20 05:00:00,2021,11,20,05:00,1.8,-4.3,64.0,15.0,4.0,24.1,100.89,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-20 06:00:00,2021,11,20,06:00,2.4,-2.7,69.0,20.0,5.0,24.1,100.88,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-20 07:00:00,2021,11,20,07:00,2.9,-2.2,69.0,16.0,8.0,24.1,100.83,Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-20 08:00:00,2021,11,20,08:00,3.4,-1.8,69.0,21.0,12.0,24.1,100.86,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-20 09:00:00,2021,11,20,09:00,4.2,-1.0,69.0,17.0,19.0,24.1,100.77,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-20 10:00:00,2021,11,20,10:00,4.9,-2.4,59.0,17.0,22.0,24.1,100.72,Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-20 11:00:00,2021,11,20,11:00,4.8,-2.3,60.0,16.0,24.0,24.1,100.62,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-20 12:00:00,2021,11,20,12:00,4.6,-2.3,61.0,14.0,22.0,24.1,100.47,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-20 13:00:00,2021,11,20,13:00,4.8,-1.3,65.0,15.0,18.0,24.1,100.38,Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-20 14:00:00,2021,11,20,14:00,5.1,-1.3,63.0,15.0,12.0,24.1,100.3,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-20 15:00:00,2021,11,20,15:00,5.3,-1.3,62.0,14.0,13.0,24.1,100.22,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-20 16:00:00,2021,11,20,16:00,5.8,-2.1,57.0,18.0,10.0,24.1,100.2,Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-20 17:00:00,2021,11,20,17:00,5.5,-2.5,56.0,21.0,12.0,24.1,100.23,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-20 18:00:00,2021,11,20,18:00,5.4,-2.1,58.0,22.0,14.0,24.1,100.24,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-20 19:00:00,2021,11,20,19:00,5.4,-2.0,59.0,20.0,15.0,24.1,100.17,Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-20 20:00:00,2021,11,20,20:00,5.5,-1.8,59.0,22.0,11.0,19.3,100.16,Rain
-79.63,43.68,TORONTO INTL A,2021-11-20 21:00:00,2021,11,20,21:00,5.5,-1.2,62.0,22.0,10.0,24.1,100.18,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-20 22:00:00,2021,11,20,22:00,4.6,0.2,73.0,25.0,9.0,24.1,100.18,Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-20 23:00:00,2021,11,20,23:00,4.6,0.4,74.0,24.0,6.0,24.1,100.18,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-21 00:00:00,2021,11,21,00:00,4.7,0.8,76.0,26.0,5.0,24.1,100.2,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-21 01:00:00,2021,11,21,01:00,4.1,1.2,81.0,27.0,10.0,24.1,100.19,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-21 02:00:00,2021,11,21,02:00,4.0,1.0,81.0,26.0,5.0,24.1,100.13,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-21 03:00:00,2021,11,21,03:00,3.4,0.3,80.0,25.0,5.0,24.1,100.17,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-21 04:00:00,2021,11,21,04:00,2.1,0.2,88.0,25.0,5.0,24.1,100.17,Clear
-79.63,43.68,TORONTO INTL A,2021-11-21 05:00:00,2021,11,21,05:00,2.2,0.0,85.0,22.0,4.0,24.1,100.16,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-21 06:00:00,2021,11,21,06:00,1.6,-0.1,88.0,24.0,4.0,24.1,100.12,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-21 07:00:00,2021,11,21,07:00,1.9,0.3,89.0,21.0,4.0,24.1,100.08,Mainly Clear
-79.63,43.68,TORONTO INTL A,2021-11-21 08:00:00,2021,11,21,08:00,1.9,-0.2,86.0,21.0,5.0,24.1,100.06,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-21 10:00:00,2021,11,21,10:00,5.3,1.3,75.0,14.0,12.0,24.1,99.89,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-21 11:00:00,2021,11,21,11:00,6.5,1.3,69.0,15.0,18.0,24.1,99.79,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-21 12:00:00,2021,11,21,12:00,6.8,2.0,72.0,15.0,13.0,24.1,99.6,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-21 13:00:00,2021,11,21,13:00,7.1,3.4,77.0,16.0,12.0,24.1,99.48,Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-21 14:00:00,2021,11,21,14:00,7.5,3.8,78.0,15.0,11.0,24.1,99.34,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-21 15:00:00,2021,11,21,15:00,8.0,2.2,67.0,16.0,16.0,24.1,99.16,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-21 16:00:00,2021,11,21,16:00,6.8,4.1,83.0,20.0,24.0,9.7,99.08,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,2021-11-21 17:00:00,2021,11,21,17:00,5.8,4.4,90.0,21.0,26.0,6.4,98.99,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,2021-11-21 18:00:00,2021,11,21,18:00,5.3,5.3,100.0,19.0,16.0,6.4,98.89,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,2021-11-21 19:00:00,2021,11,21,19:00,5.5,5.5,100.0,21.0,14.0,6.4,98.8,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,2021-11-21 20:00:00,2021,11,21,20:00,5.8,5.3,97.0,21.0,18.0,16.1,98.7,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-21 21:00:00,2021,11,21,21:00,6.0,5.1,94.0,22.0,18.0,24.1,98.63,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-21 22:00:00,2021,11,21,22:00,6.4,4.6,88.0,23.0,27.0,24.1,98.58,Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-21 23:00:00,2021,11,21,23:00,6.3,3.9,84.0,22.0,23.0,24.1,98.52,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-22 00:00:00,2021,11,22,00:00,3.4,2.2,92.0,28.0,39.0,4.8,98.6,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,2021-11-22 01:00:00,2021,11,22,01:00,3.7,1.6,86.0,28.0,22.0,24.1,98.6,Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-22 02:00:00,2021,11,22,02:00,2.5,-1.3,76.0,30.0,35.0,24.1,98.68,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-22 03:00:00,2021,11,22,03:00,1.6,-2.9,72.0,29.0,38.0,24.1,98.85,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-22 04:00:00,2021,11,22,04:00,0.0,-6.5,62.0,29.0,30.0,24.1,98.96,Mainly Clear
-79.63,43.68,TORONTO INTL A,2021-11-22 05:00:00,2021,11,22,05:00,-0.5,-6.9,62.0,29.0,25.0,24.1,99.03,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-22 06:00:00,2021,11,22,06:00,-1.2,-6.9,65.0,27.0,26.0,24.1,99.13,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-22 07:00:00,2021,11,22,07:00,-1.4,-6.5,68.0,27.0,23.0,24.1,99.17,Clear
-79.63,43.68,TORONTO INTL A,2021-11-22 08:00:00,2021,11,22,08:00,-1.4,-6.1,71.0,25.0,19.0,24.1,99.23,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-22 09:00:00,2021,11,22,09:00,-0.2,-6.0,65.0,27.0,22.0,24.1,99.27,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-22 10:00:00,2021,11,22,10:00,0.5,-5.5,64.0,27.0,30.0,24.1,99.28,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-22 11:00:00,2021,11,22,11:00,0.7,-5.5,63.0,27.0,33.0,24.1,99.31,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-22 12:00:00,2021,11,22,12:00,1.4,-5.4,60.0,26.0,35.0,24.1,99.26,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-22 13:00:00,2021,11,22,13:00,1.2,-6.4,57.0,27.0,44.0,24.1,99.28,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,2021-11-22 14:00:00,2021,11,22,14:00,1.2,-7.2,54.0,28.0,40.0,24.1,99.27,Unknown
-79.63,43.68,TORONTO INTL A,2021-11-22 15:00:00,2021,11,22,15:00,1.2,-7.2,54.0,27.0,39.0,24.1,99.28,Unknown
